年,月,日,日期,分局,所,經度,緯度,種類
105,10,20,20161020,中壢分局,中福所,121.2325,24.96657,汽車竊盜
105,10,18,20161018,中壢分局,龍興所,121.2519,24.93267,汽車竊盜
105,10,11,20161011,中壢分局,中福所,121.2307,24.97705,汽車竊盜
105,10,2,20161002,中壢分局,普仁所,121.23241,24.9623966,汽車竊盜
105,9,25,20160925,中壢分局,龍興所,121.2481,24.93723,汽車竊盜
105,9,9,20160909,中壢分局,仁愛所,121.2515,24.94079,汽車竊盜
105,9,8,20160908,中壢分局,文化所,121.2549,24.99049,汽車竊盜
105,9,8,20160908,中壢分局,自強所,121.2603,24.96561,汽車竊盜
105,9,6,20160906,中壢分局,中福所,121.224,24.96897,汽車竊盜
105,9,6,20160906,中壢分局,仁愛所,121.2507,24.94492,汽車竊盜
105,9,4,20160904,中壢分局,文化所,121.2549,24.99088,汽車竊盜
105,9,4,20160904,中壢分局,內壢所,121.2603,24.97674,汽車竊盜
105,9,4,20160904,中壢分局,龍興所,121.2422,24.93913,汽車竊盜
105,9,3,20160903,中壢分局,自強所,121.262,24.96558,汽車竊盜
105,9,1,20160901,中壢分局,自強所,121.264,24.96482,汽車竊盜
105,8,31,20160831,中壢分局,中福所,121.2216,24.9917,汽車竊盜
105,8,30,20160830,中壢分局,內壢所,121.2636,24.97475,汽車竊盜
105,8,26,20160826,中壢分局,文化所,121.2519,24.97708,汽車竊盜
105,8,26,20160826,中壢分局,文化所,121.2447,24.97456,汽車竊盜
105,8,25,20160825,中壢分局,青埔所,121.2189,25.01499,汽車竊盜
105,8,24,20160824,中壢分局,文化所,121.2554,24.99119,汽車竊盜
105,8,15,20160815,中壢分局,自強所,121.2611,24.96919,汽車竊盜
105,8,15,20160815,中壢分局,仁愛所,121.2513,24.94371,汽車竊盜
105,8,13,20160813,中壢分局,仁愛所,121.2567,24.94689,汽車竊盜
105,8,8,20160808,中壢分局,自強所,121.2054,24.97215,汽車竊盜
105,8,6,20160806,中壢分局,龍興所,121.253,24.93891,汽車竊盜
105,8,6,20160806,中壢分局,龍興所,121.235,24.93485,汽車竊盜
105,8,4,20160804,中壢分局,龍興所,121.2422,24.93913,汽車竊盜
105,8,3,20160803,中壢分局,龍興所,121.2572,24.93192,汽車竊盜
105,8,2,20160802,中壢分局,中福所,121.2225,24.98481,汽車竊盜
105,8,2,20160802,中壢分局,內壢所,121.2054,24.97215,汽車竊盜
105,7,29,20160729,中壢分局,興國所,121.2205,24.96596,汽車竊盜
105,7,21,20160721,中壢分局,興國所,121.2218,24.99023,汽車竊盜
105,7,21,20160721,中壢分局,文化所,121.2447,24.97883,汽車竊盜
105,7,21,20160721,中壢分局,文化所,121.2534,24.97464,汽車竊盜
105,7,20,20160720,中壢分局,仁愛所,121.2598,24.95802,汽車竊盜
105,7,19,20160719,中壢分局,青埔所,121.2158,25.00923,汽車竊盜
105,7,19,20160719,中壢分局,內壢所,121.2609,24.97552,汽車竊盜
105,7,19,20160719,中壢分局,內壢所,121.2601,24.97543,汽車竊盜
105,7,16,20160716,中壢分局,中福所,121.2317,24.96699,汽車竊盜
105,7,16,20160716,中壢分局,龍興所,121.2494,24.92801,汽車竊盜
105,7,15,20160715,中壢分局,文化所,121.2456,24.99321,汽車竊盜
105,7,15,20160715,中壢分局,中福所,121.2399,24.97439,汽車竊盜
105,7,9,20160709,中壢分局,普仁所,121.2408,24.9514,汽車竊盜
105,7,8,20160708,中壢分局,普仁所,121.2321,24.96236,汽車竊盜
105,7,5,20160705,中壢分局,仁愛所,121.2618,24.94847,汽車竊盜
105,7,5,20160705,中壢分局,龍興所,121.2441,24.94024,汽車竊盜
105,7,1,20160701,中壢分局,普仁所,121.245,24.94121,汽車竊盜
105,6,25,20160625,中壢分局,興國所,121.2071,24.96269,汽車竊盜
105,6,24,20160624,中壢分局,龍興所,121.2344,24.93637,汽車竊盜
105,6,22,20160622,中壢分局,中壢所,121.2229,24.95423,汽車竊盜
105,6,22,20160622,中壢分局,仁愛所,121.2544,24.93704,汽車竊盜
105,6,21,20160621,中壢分局,中壢所,121.2191,24.95722,汽車竊盜
105,6,20,20160620,中壢分局,大崙所,121.1913,24.97165,汽車竊盜
105,6,17,20160617,中壢分局,普仁所,121.2445,24.94429,汽車竊盜
105,6,13,20160613,中壢分局,普仁所,121.234,24.9532,汽車竊盜
105,6,11,20160611,中壢分局,興國所,121.2036,24.95746,汽車竊盜
105,6,11,20160611,中壢分局,中壢所,121.2249,24.95563,汽車竊盜
105,6,9,20160609,中壢分局,大崙所,121.1787,24.99178,汽車竊盜
105,6,8,20160608,中壢分局,自強所,121.2612,24.96844,汽車竊盜
105,6,8,20160608,中壢分局,興國所,121.1947,24.95789,汽車竊盜
105,6,6,20160606,中壢分局,文化所,121.2459,24.96314,汽車竊盜
105,6,3,20160603,中壢分局,仁愛所,121.2524,24.94554,汽車竊盜
105,6,2,20160602,中壢分局,大崙所,121.1817,24.98386,汽車竊盜
105,6,2,20160602,中壢分局,仁愛所,121.2524,24.94554,汽車竊盜
105,5,28,20160528,中壢分局,興國所,121.1959,24.96843,汽車竊盜
105,4,7,20160407,中壢分局,文化所,121.2432,24.9792,汽車竊盜
105,4,6,20160406,中壢分局,仁愛所,121.2306,24.94117,汽車竊盜
105,4,5,20160405,中壢分局,內壢所,121.2565,24.98067,汽車竊盜
105,4,5,20160405,中壢分局,自強所,121.2575,24.96205,汽車竊盜
105,4,5,20160405,中壢分局,普仁所,121.2371,24.95485,汽車竊盜
105,4,5,20160405,中壢分局,仁愛所,121.257,24.94926,汽車竊盜
105,4,4,20160404,中壢分局,普仁所,121.2342,24.95695,汽車竊盜
105,4,3,20160403,中壢分局,中福所,121.2356,24.98934,汽車竊盜
105,3,27,20160327,中壢分局,中福所,121.2298,24.965,汽車竊盜
105,3,19,20160319,中壢分局,普仁所,121.2345,24.95417,汽車竊盜
105,3,19,20160319,中壢分局,龍興所,121.2507,24.94164,汽車竊盜
105,3,18,20160318,中壢分局,大崙所,121.1854,24.98566,汽車竊盜
105,3,18,20160318,中壢分局,仁愛所,121.2557,24.93303,汽車竊盜
105,3,17,20160317,中壢分局,興國所,121.2035,24.96,汽車竊盜
105,3,17,20160317,中壢分局,中壢所,121.224,24.94938,汽車竊盜
105,3,17,20160317,中壢分局,仁愛所,121.2598,24.9393,汽車竊盜
105,3,15,20160315,中壢分局,仁愛所,121.259,24.94962,汽車竊盜
105,3,15,20160315,中壢分局,龍興所,121.2569,24.93192,汽車竊盜
105,3,14,20160314,中壢分局,興國所,121.2171,24.97908,汽車竊盜
105,3,13,20160313,中壢分局,文化所,121.2464,24.98065,汽車竊盜
105,3,13,20160313,中壢分局,普仁所,121.2307,24.94532,汽車竊盜
105,3,11,20160311,中壢分局,大崙所,121.155,24.96941,汽車竊盜
105,3,11,20160311,中壢分局,中福所,121.2305,24.96702,汽車竊盜
105,3,11,20160311,中壢分局,仁愛所,121.2557,24.93303,汽車竊盜
105,3,6,20160306,中壢分局,仁愛所,121.2646,24.95577,汽車竊盜
105,3,5,20160305,中壢分局,大崙所,121.1815,25.00228,汽車竊盜
105,3,5,20160305,中壢分局,文化所,121.2462,24.98155,汽車竊盜
105,3,3,20160303,中壢分局,仁愛所,121.2575,24.93971,汽車竊盜
105,3,2,20160302,中壢分局,中壢所,121.2279,24.95693,汽車竊盜
105,3,1,20160301,中壢分局,青埔所,121.2152,25.01309,汽車竊盜
105,2,29,20160229,中壢分局,龍興所,121.2579,24.93,汽車竊盜
105,2,24,20160224,中壢分局,興國所,121.2153,24.97087,汽車竊盜
105,2,24,20160224,中壢分局,仁愛所,121.2588,24.93819,汽車竊盜
105,2,23,20160223,中壢分局,中壢所,121.2259,24.96024,汽車竊盜
105,2,20,20160220,中壢分局,文化所,121.2501,24.98624,汽車竊盜
105,2,20,20160220,中壢分局,普仁所,121.2301,24.95012,汽車竊盜
105,2,15,20160215,中壢分局,文化所,121.2398,24.96746,汽車竊盜
105,2,14,20160214,中壢分局,中福所,121.2292,25.00311,汽車竊盜
105,2,1,20160201,中壢分局,普仁所,121.2331,24.95693,汽車竊盜
105,1,26,20160126,中壢分局,仁愛所,121.2625,24.9508,汽車竊盜
105,1,25,20160125,中壢分局,文化所,121.2468,25.00628,汽車竊盜
105,1,22,20160122,中壢分局,內壢所,121.2054,24.97215,汽車竊盜
105,1,21,20160121,中壢分局,文化所,121.2512,24.97446,汽車竊盜
105,1,20,20160120,中壢分局,仁愛所,121.2507,24.94164,汽車竊盜
105,1,18,20160118,中壢分局,青埔所,121.2161,25.00135,汽車竊盜
105,1,16,20160116,中壢分局,仁愛所,121.2581,24.93727,汽車竊盜
105,1,13,20160113,中壢分局,龍興所,121.2569,24.93222,汽車竊盜
105,1,8,20160108,中壢分局,內壢所,121.2585,24.97685,汽車竊盜
105,1,8,20160108,中壢分局,文化所,121.2402,24.96238,汽車竊盜
105,1,6,20160106,中壢分局,興國所,121.2117,24.96359,汽車竊盜
105,1,6,20160106,中壢分局,興國所,121.2024,24.95796,汽車竊盜
105,1,4,20160104,中壢分局,龍興所,121.2468,24.9464,汽車竊盜
105,1,3,20160103,中壢分局,普仁所,121.2454,24.94514,汽車竊盜
105,1,2,20160102,中壢分局,大崙所,121.1628,24.9611,汽車竊盜
105,1,2,20160102,中壢分局,普仁所,121.2362,24.95204,汽車竊盜
105,1,1,20160101,中壢分局,中福所,121.2332,24.97071,汽車竊盜
104,12,29,20151229,中壢分局,中福所,121.2358,24.97331,汽車竊盜
104,12,27,20151227,中壢分局,仁愛所,121.2526,24.94558,汽車竊盜
104,12,25,20151225,中壢分局,文化所,121.2438,24.97256,汽車竊盜
104,12,24,20151224,中壢分局,中壢所,121.2218,24.95881,汽車竊盜
104,12,20,20151220,中壢分局,青埔所,121.2192,25.01262,汽車竊盜
104,12,20,20151220,中壢分局,大崙所,121.1694,24.99287,汽車竊盜
104,12,20,20151220,中壢分局,普仁所,121.2425,24.9408,汽車竊盜
104,12,19,20151219,中壢分局,龍興所,121.2422,24.93913,汽車竊盜
104,12,18,20151218,中壢分局,自強所,121.2629,24.96622,汽車竊盜
104,12,18,20151218,中壢分局,龍興所,121.2377,24.93239,汽車竊盜
104,12,17,20151217,中壢分局,青埔所,121.2178,25.01831,汽車竊盜
104,12,17,20151217,中壢分局,龍興所,121.2494,24.92801,汽車竊盜
104,12,16,20151216,中壢分局,文化所,121.2513,24.97503,汽車竊盜
104,12,16,20151216,中壢分局,普仁所,121.2457,24.9574,汽車竊盜
104,12,16,20151216,中壢分局,仁愛所,121.2567,24.94689,汽車竊盜
104,12,16,20151216,中壢分局,龍興所,121.2468,24.93267,汽車竊盜
104,12,11,20151211,中壢分局,仁愛所,121.2601,24.94722,汽車竊盜
104,12,10,20151210,中壢分局,文化所,121.2504,24.99009,汽車竊盜
104,12,10,20151210,中壢分局,普仁所,121.2386,24.93539,汽車竊盜
104,12,9,20151209,中壢分局,龍興所,121.2492,24.92803,汽車竊盜
104,12,8,20151208,中壢分局,普仁所,121.2054,24.97215,汽車竊盜
104,12,5,20151205,中壢分局,青埔所,121.2137,25.01054,汽車竊盜
104,12,5,20151205,中壢分局,興國所,121.2117,24.96359,汽車竊盜
104,12,2,20151202,中壢分局,中壢所,121.1756,24.99095,汽車竊盜
104,11,23,20151123,中壢分局,龍興所,121.2494,24.93478,汽車竊盜
104,11,23,20151123,中壢分局,仁愛所,121.2869,24.91104,汽車竊盜
104,11,18,20151118,中壢分局,仁愛所,121.2567,24.94689,汽車竊盜
104,11,16,20151116,中壢分局,興國所,121.223,24.96115,汽車竊盜
104,11,15,20151115,中壢分局,興國所,121.23241,24.9623966,汽車竊盜
104,11,12,20151112,中壢分局,普仁所,121.2426,24.93933,汽車竊盜
104,11,10,20151110,中壢分局,青埔所,121.2218,25.02261,汽車竊盜
104,11,10,20151110,中壢分局,青埔所,121.2012,25.00673,汽車竊盜
104,11,10,20151110,中壢分局,文化所,121.2466,24.99964,汽車竊盜
104,11,9,20151109,中壢分局,普仁所,121.2426,24.93933,汽車竊盜
104,11,8,20151108,中壢分局,青埔所,121.215,25.00234,汽車竊盜
104,11,8,20151108,中壢分局,大崙所,121.1688,24.99,汽車竊盜
104,11,6,20151106,中壢分局,普仁所,121.2431,24.95027,汽車竊盜
104,11,2,20151102,中壢分局,仁愛所,121.2567,24.94689,汽車竊盜
104,10,31,20151031,中壢分局,文化所,121.2448,24.97858,汽車竊盜
104,10,29,20151029,中壢分局,普仁所,121.243,24.9551,汽車竊盜
104,10,26,20151026,中壢分局,中福所,121.2397,24.97708,汽車竊盜
104,10,26,20151026,中壢分局,仁愛所,121.2609,24.94754,汽車竊盜
104,10,25,20151025,中壢分局,青埔所,121.2054,24.97215,汽車竊盜
104,10,22,20151022,中壢分局,青埔所,121.2161,25.00135,汽車竊盜
104,10,22,20151022,中壢分局,自強所,121.2639,24.96322,汽車竊盜
104,10,21,20151021,中壢分局,中福所,121.2317,24.97164,汽車竊盜
104,10,19,20151019,中壢分局,文化所,121.2054,24.97215,汽車竊盜
104,10,18,20151018,中壢分局,文化所,121.2292,25.00312,汽車竊盜
104,10,18,20151018,中壢分局,文化所,121.2495,24.97417,汽車竊盜
104,10,16,20151016,中壢分局,大崙所,121.1816,24.98827,汽車竊盜
104,10,10,20151010,中壢分局,文化所,121.2404,24.96312,汽車竊盜
104,10,10,20151010,中壢分局,龍興所,121.2251,24.94164,汽車竊盜
104,10,8,20151008,中壢分局,文化所,121.2428,24.97794,汽車竊盜
104,10,8,20151008,中壢分局,文化所,121.2404,24.96312,汽車竊盜
104,10,8,20151008,中壢分局,仁愛所,121.2525,24.94569,汽車竊盜
104,10,4,20151004,中壢分局,龍興所,121.2335,24.93462,汽車竊盜
104,10,3,20151003,中壢分局,中壢所,121.2253,24.95614,汽車竊盜
104,10,2,20151002,中壢分局,文化所,121.2404,24.96312,汽車竊盜
104,9,28,20150928,中壢分局,青埔所,121.2165,25.01013,汽車竊盜
104,9,25,20150925,中壢分局,自強所,121.2623,24.96361,汽車竊盜
104,9,22,20150922,中壢分局,自強所,121.262,24.96333,汽車竊盜
104,9,22,20150922,中壢分局,仁愛所,121.2525,24.94569,汽車竊盜
104,9,19,20150919,中壢分局,普仁所,121.2376,24.95787,汽車竊盜
104,9,17,20150917,中壢分局,文化所,121.2456,24.99321,汽車竊盜
104,9,17,20150917,中壢分局,普仁所,121.2331,24.95694,汽車竊盜
104,9,16,20150916,中壢分局,青埔所,121.2192,25.01262,汽車竊盜
104,9,15,20150915,中壢分局,文化所,121.2436,24.98473,汽車竊盜
104,9,15,20150915,中壢分局,中福所,121.2328,24.96571,汽車竊盜
104,9,15,20150915,中壢分局,中壢所,121.2267,24.95231,汽車竊盜
104,9,14,20150914,中壢分局,自強所,121.2573,24.96863,汽車竊盜
104,9,14,20150914,中壢分局,仁愛所,121.2869,24.91104,汽車竊盜
104,9,12,20150912,中壢分局,青埔所,121.2209,25.01119,汽車竊盜
104,9,11,20150911,中壢分局,普仁所,121.2363,24.95352,汽車竊盜
104,9,10,20150910,中壢分局,文化所,121.2304,24.99937,汽車竊盜
104,9,9,20150909,中壢分局,內壢所,121.2524,24.98011,汽車竊盜
104,9,9,20150909,中壢分局,中福所,121.224,24.97167,汽車竊盜
104,9,7,20150907,中壢分局,中福所,121.2302,24.96698,汽車竊盜
104,9,7,20150907,中壢分局,興國所,121.2111,24.96158,汽車竊盜
104,9,7,20150907,中壢分局,普仁所,121.2474,24.95963,汽車竊盜
104,9,7,20150907,中壢分局,仁愛所,121.2525,24.94569,汽車竊盜
104,9,6,20150906,中壢分局,文化所,121.242,24.9726,汽車竊盜
104,9,5,20150905,中壢分局,青埔所,121.2192,25.01262,汽車竊盜
104,9,4,20150904,中壢分局,文化所,121.2538,24.99189,汽車竊盜
104,8,31,20150831,中壢分局,自強所,121.2054,24.97215,汽車竊盜
104,8,26,20150826,中壢分局,普仁所,121.2349,24.9532,汽車竊盜
104,8,24,20150824,中壢分局,青埔所,121.2165,25.01013,汽車竊盜
104,8,24,20150824,中壢分局,青埔所,121.2173,25.00037,汽車竊盜
104,8,24,20150824,中壢分局,文化所,121.2447,24.97731,汽車竊盜
104,8,24,20150824,中壢分局,龍興所,121.2476,24.93547,汽車竊盜
104,8,23,20150823,中壢分局,文化所,121.2409,25.00176,汽車竊盜
104,8,23,20150823,中壢分局,興國所,121.2144,24.96564,汽車竊盜
104,8,23,20150823,中壢分局,龍興所,121.25,24.94116,汽車竊盜
104,8,21,20150821,中壢分局,自強所,121.256,24.97158,汽車竊盜
104,8,18,20150818,中壢分局,青埔所,121.2192,25.01262,汽車竊盜
104,8,18,20150818,中壢分局,大崙所,121.2048,25.00242,汽車竊盜
104,8,17,20150817,中壢分局,內壢所,121.2549,24.97591,汽車竊盜
104,8,17,20150817,中壢分局,龍興所,121.256,24.97158,汽車竊盜
104,8,17,20150817,中壢分局,龍興所,121.2398,24.93668,汽車竊盜
104,8,15,20150815,中壢分局,文化所,121.2501,24.98624,汽車竊盜
104,8,12,20150812,中壢分局,龍興所,121.2262,24.94544,汽車竊盜
104,8,11,20150811,中壢分局,青埔所,121.2192,25.01262,汽車竊盜
104,8,9,20150809,中壢分局,中福所,121.2292,25.00311,汽車竊盜
104,8,9,20150809,中壢分局,興國所,121.2093,24.95843,汽車竊盜
104,8,8,20150808,中壢分局,大崙所,121.1805,24.98866,汽車竊盜
104,8,7,20150807,中壢分局,自強所,121.2638,24.97339,汽車竊盜
104,8,7,20150807,中壢分局,興國所,121.2065,24.96179,汽車竊盜
104,8,3,20150803,中壢分局,普仁所,121.2321,24.95735,汽車竊盜
104,8,2,20150802,中壢分局,中福所,121.2226,24.98219,汽車竊盜
104,8,1,20150801,中壢分局,興國所,121.1945,24.96475,汽車竊盜
104,7,31,20150731,中壢分局,內壢所,121.2509,24.97968,汽車竊盜
104,7,29,20150729,中壢分局,文化所,121.2428,24.97262,汽車竊盜
104,7,28,20150728,中壢分局,中福所,121.2288,24.96735,汽車竊盜
104,7,27,20150727,中壢分局,文化所,121.2504,24.9903,汽車竊盜
104,7,22,20150722,中壢分局,普仁所,121.2441,24.944,汽車竊盜
104,7,19,20150719,中壢分局,中福所,121.2354,24.97303,汽車竊盜
104,7,18,20150718,中壢分局,普仁所,121.2345,24.95417,汽車竊盜
104,7,17,20150717,中壢分局,興國所,121.2105,24.97797,汽車竊盜
104,7,17,20150717,中壢分局,大崙所,121.1653,24.96122,汽車竊盜
104,7,11,20150711,中壢分局,文化所,121.2513,24.97503,汽車竊盜
104,7,8,20150708,中壢分局,普仁所,121.2464,24.9612,汽車竊盜
104,7,8,20150708,中壢分局,普仁所,121.2397,24.9526,汽車竊盜
104,7,7,20150707,中壢分局,中福所,121.2329,24.97755,汽車竊盜
104,7,6,20150706,中壢分局,文化所,121.231,24.99817,汽車竊盜
104,7,2,20150702,中壢分局,普仁所,121.2541,24.97111,汽車竊盜
104,6,28,20150628,中壢分局,仁愛所,121.264,24.95853,汽車竊盜
104,6,18,20150618,中壢分局,興國所,121.2149,24.95991,汽車竊盜
104,6,18,20150618,中壢分局,仁愛所,121.2641,24.95567,汽車竊盜
104,6,16,20150616,中壢分局,普仁所,121.2321,24.96238,汽車竊盜
104,6,14,20150614,中壢分局,文化所,121.2054,24.97215,汽車竊盜
104,6,13,20150613,中壢分局,仁愛所,121.2635,24.95587,汽車竊盜
104,6,7,20150607,中壢分局,文化所,121.2054,24.97215,汽車竊盜
104,6,4,20150604,中壢分局,興國所,121.2036,25.01383,汽車竊盜
104,6,2,20150602,中壢分局,文化所,121.2425,24.98121,汽車竊盜
104,5,31,20150531,中壢分局,普仁所,121.2323,24.9566,汽車竊盜
104,5,31,20150531,中壢分局,中壢所,121.2266,24.94693,汽車竊盜
104,5,29,20150529,中壢分局,龍興所,121.2538,24.94115,汽車竊盜
104,5,28,20150528,中壢分局,興國所,121.2235,24.97173,汽車竊盜
104,5,26,20150526,中壢分局,仁愛所,121.2566,24.95085,汽車竊盜
104,5,20,20150520,中壢分局,仁愛所,121.2561,24.95475,汽車竊盜
104,5,18,20150518,中壢分局,內壢所,121.2539,24.9738,汽車竊盜
104,5,18,20150518,中壢分局,文化所,121.2391,24.96261,汽車竊盜
104,5,15,20150515,中壢分局,興國所,121.2163,24.96943,汽車竊盜
104,5,9,20150509,中壢分局,自強所,121.2648,24.96145,汽車竊盜
104,5,3,20150503,中壢分局,文化所,121.2446,24.99707,汽車竊盜
104,5,2,20150502,中壢分局,仁愛所,121.2657,24.95609,汽車竊盜
104,5,1,20150501,中壢分局,青埔所,121.2054,24.97215,汽車竊盜
104,5,1,20150501,中壢分局,興國所,121.2031,24.95904,汽車竊盜
104,4,30,20150430,中壢分局,普仁所,121.2332,24.95048,汽車竊盜
104,4,29,20150429,中壢分局,青埔所,121.2192,25.01262,汽車竊盜
104,4,24,20150424,中壢分局,青埔所,121.2191,25.02548,汽車竊盜
104,4,22,20150422,中壢分局,興國所,121.2086,24.95775,汽車竊盜
104,4,21,20150421,中壢分局,仁愛所,121.2509,24.94473,汽車竊盜
104,4,20,20150420,中壢分局,自強所,121.2559,24.96263,汽車竊盜
104,4,19,20150419,中壢分局,興國所,121.2207,24.96107,汽車竊盜
104,4,15,20150415,中壢分局,自強所,121.2624,24.97321,汽車竊盜
104,4,15,20150415,中壢分局,普仁所,121.2291,24.9563,汽車竊盜
104,4,15,20150415,中壢分局,龍興所,121.2279,24.94591,汽車竊盜
104,4,13,20150413,中壢分局,普仁所,121.2426,24.93933,汽車竊盜
104,4,12,20150412,中壢分局,龍興所,121.2563,24.9333,汽車竊盜
104,4,8,20150408,中壢分局,仁愛所,121.2624,24.95104,汽車竊盜
104,4,7,20150407,中壢分局,內壢所,121.2543,24.97724,汽車竊盜
104,4,6,20150406,中壢分局,自強所,121.2641,24.9624,汽車竊盜
104,4,6,20150406,中壢分局,普仁所,121.2303,24.95152,汽車竊盜
104,4,3,20150403,中壢分局,大崙所,121.1809,24.98814,汽車竊盜
104,4,2,20150402,中壢分局,文化所,121.2507,24.9827,汽車竊盜
104,4,1,20150401,中壢分局,興國所,121.2082,24.96098,汽車竊盜
104,3,31,20150331,中壢分局,普仁所,121.2491,24.95702,汽車竊盜
104,3,30,20150330,中壢分局,青埔所,121.2199,25.0158,汽車竊盜
104,3,30,20150330,中壢分局,自強所,121.2572,24.96112,汽車竊盜
104,3,29,20150329,中壢分局,龍興所,121.2476,24.9366,汽車竊盜
104,3,28,20150328,中壢分局,普仁所,121.2448,24.95988,汽車竊盜
104,3,27,20150327,中壢分局,文化所,121.251,24.98272,汽車竊盜
104,3,25,20150325,中壢分局,中福所,121.2238,24.96916,汽車竊盜
104,3,25,20150325,中壢分局,仁愛所,121.2563,24.96101,汽車竊盜
104,3,24,20150324,中壢分局,文化所,121.2479,24.98926,汽車竊盜
104,3,22,20150322,中壢分局,大崙所,121.1706,24.98493,汽車竊盜
104,3,21,20150321,中壢分局,仁愛所,121.2618,24.94765,汽車竊盜
104,3,17,20150317,中壢分局,大崙所,121.1789,24.98878,汽車竊盜
104,3,16,20150316,中壢分局,內壢所,121.2584,24.97866,汽車竊盜
104,3,16,20150316,中壢分局,中壢所,121.2281,24.9471,汽車竊盜
104,3,14,20150314,中壢分局,文化所,121.2456,24.96992,汽車竊盜
104,3,12,20150312,中壢分局,興國所,121.2226,24.98237,汽車竊盜
104,3,8,20150308,中壢分局,文化所,121.2054,24.97215,汽車竊盜
104,3,8,20150308,中壢分局,龍興所,121.2488,24.93543,汽車竊盜
104,3,6,20150306,中壢分局,文化所,121.2467,24.98227,汽車竊盜
104,3,3,20150303,中壢分局,仁愛所,121.2285,24.95624,汽車竊盜
104,3,2,20150302,中壢分局,興國所,121.2174,24.97924,汽車竊盜
104,2,27,20150227,中壢分局,普仁所,121.2313,24.95296,汽車竊盜
104,2,25,20150225,中壢分局,大崙所,121.1882,24.98388,汽車竊盜
104,2,25,20150225,中壢分局,中福所,121.2359,24.97774,汽車竊盜
104,2,24,20150224,中壢分局,興國所,121.2238,24.97014,汽車竊盜
104,2,23,20150223,中壢分局,興國所,121.222,24.98718,汽車竊盜
104,2,21,20150221,中壢分局,大崙所,121.1853,25.01828,汽車竊盜
104,2,18,20150218,中壢分局,龍興所,121.2246,24.94367,汽車竊盜
104,2,16,20150216,中壢分局,內壢所,121.2543,24.97724,汽車竊盜
104,2,15,20150215,中壢分局,中壢所,121.2268,24.94964,汽車竊盜
104,2,13,20150213,中壢分局,龍興所,121.2229,24.94519,汽車竊盜
104,2,9,20150209,中壢分局,龍興所,121.2367,24.93368,汽車竊盜
104,2,7,20150207,中壢分局,自強所,121.2591,24.96474,汽車竊盜
104,2,3,20150203,中壢分局,仁愛所,121.2479,24.94767,汽車竊盜
104,2,2,20150202,中壢分局,興國所,121.2161,24.95831,汽車竊盜
104,2,1,20150201,中壢分局,普仁所,121.2363,24.95583,汽車竊盜
104,2,1,20150201,中壢分局,中壢所,121.226,24.95337,汽車竊盜
104,1,30,20150130,中壢分局,興國所,121.2225,24.98208,汽車竊盜
104,1,30,20150130,中壢分局,中壢所,121.2273,24.94805,汽車竊盜
104,1,19,20150119,中壢分局,文化所,121.2518,24.98735,汽車竊盜
104,1,19,20150119,中壢分局,興國所,121.2059,24.96039,汽車竊盜
104,1,14,20150114,中壢分局,文化所,121.2382,24.96416,汽車竊盜
104,1,11,20150111,中壢分局,中福所,121.2358,24.97207,汽車竊盜
104,1,9,20150109,中壢分局,仁愛所,121.2525,24.94569,汽車竊盜
104,1,6,20150106,中壢分局,文化所,121.2496,24.97609,汽車竊盜
104,1,6,20150106,中壢分局,興國所,121.2036,24.96002,汽車竊盜
104,1,6,20150106,中壢分局,仁愛所,121.2595,24.94501,汽車竊盜
104,1,3,20150103,中壢分局,龍興所,121.2433,24.92891,汽車竊盜
104,1,1,20150101,中壢分局,仁愛所,121.2312,24.95494,汽車竊盜
104,1,1,20150101,中壢分局,龍興所,121.2371,24.93302,汽車竊盜
102,7,31,20130731,中壢分局,仁愛所,121.2559,24.94649,汽車竊盜
101,11,3,20121103,中壢分局,龍興所,121.2434,24.94013,汽車竊盜
