年,月,日,日期,受傷人數,市區鄉鎮,是否飲酒,時間,死亡人數,當事者順位,白天or夜晚,經度,緯度,縣市,道路類型
2022,01,01,2022-01-01,1,中壢區,否,22,0,1,夜晚,121.21478,25.011572,桃園市,交叉路口
2022,01,01,2022-01-01,1,中壢區,否,22,0,1,夜晚,121.21478,25.011572,桃園市,交叉路口
2022,01,01,2022-01-01,2,中壢區,否,722,0,1,夜晚,121.25194,24.977078,桃園市,交叉路口
2022,01,01,2022-01-01,1,中壢區,否,900,0,1,夜晚,121.235168,24.963989,桃園市,交叉路口
2022,01,01,2022-01-01,1,中壢區,否,5352,0,1,夜晚,121.209935,24.9601,桃園市,交叉路口
2022,01,01,2022-01-01,1,中壢區,否,10500,0,1,夜晚,121.230679,24.940918,桃園市,一般地址
2022,01,01,2022-01-01,1,中壢區,否,24200,0,1,夜晚,121.237153,24.954373,桃園市,交叉路口
2022,01,01,2022-01-01,1,中壢區,否,61552,0,1,白天,121.255442,24.989242,桃園市,一般地址
2022,01,01,2022-01-01,2,中壢區,否,62900,0,1,白天,121.231121,24.939051,桃園市,交叉路口
2022,01,01,2022-01-01,2,中壢區,否,80000,0,1,白天,121.249834,24.942619,桃園市,交叉路口
2022,01,01,2022-01-01,1,中壢區,否,84300,0,1,白天,121.22099,25.009533,桃園市,交叉路口
2022,01,01,2022-01-01,1,中壢區,否,90000,0,1,白天,121.191863,24.972569,桃園市,一般地址
2022,01,01,2022-01-01,2,中壢區,否,111812,0,1,白天,121.195907,24.955999,桃園市,交叉路口
2022,01,01,2022-01-01,1,中壢區,否,122338,0,1,白天,121.240613,24.965971,桃園市,一般地址
2022,01,01,2022-01-01,1,中壢區,否,141200,0,1,白天,121.168933,24.958271,桃園市,一般地址
2022,01,01,2022-01-01,1,中壢區,否,150950,0,1,白天,121.20413,24.965626,桃園市,交叉路口
2022,01,01,2022-01-01,2,中壢區,否,154900,0,1,白天,121.254373,24.971126,桃園市,交叉路口
2022,01,01,2022-01-01,3,中壢區,非駕駛人，未檢測,163300,0,1,白天,121.225852,24.954131,桃園市,一般地址
2022,01,01,2022-01-01,1,中壢區,否,173700,0,1,白天,121.255544,24.936375,桃園市,一般地址
2022,01,01,2022-01-01,1,中壢區,否,195200,0,1,夜晚,121.240737,24.951916,桃園市,一般地址
2022,01,01,2022-01-01,1,中壢區,否,210900,0,1,夜晚,121.22964,24.956024,桃園市,一般地址
2022,01,01,2022-01-01,2,中壢區,是,222816,0,1,夜晚,121.238204,24.968195,桃園市,一般地址
2022,01,02,2022-01-02,1,中壢區,否,10010,0,1,夜晚,121.237367,24.956097,桃園市,一般地址
2022,01,02,2022-01-02,1,中壢區,否,92900,0,1,白天,121.228152,24.956633,桃園市,一般地址
2022,01,02,2022-01-02,2,中壢區,否,95700,0,1,白天,121.254317,24.963827,桃園市,一般地址
2022,01,02,2022-01-02,1,中壢區,否,115000,0,1,白天,121.218378,25.017067,桃園市,交叉路口
2022,01,02,2022-01-02,2,中壢區,否,125759,0,1,白天,121.204066,24.965578,桃園市,交叉路口
2022,01,02,2022-01-02,1,中壢區,否,130800,0,1,白天,121.236327,24.979829,桃園市,交叉路口
2022,01,02,2022-01-02,1,中壢區,否,132800,0,1,白天,121.167831,24.993474,桃園市,交叉路口
2022,01,02,2022-01-02,1,中壢區,否,133623,0,1,白天,121.220344,24.955899,桃園市,一般地址
2022,01,02,2022-01-02,2,中壢區,否,135200,0,1,白天,121.253105,24.973953,桃園市,其他
2022,01,02,2022-01-02,2,中壢區,否,141406,0,1,白天,121.222483,25.014346,桃園市,交叉路口
2022,01,02,2022-01-02,1,中壢區,否,151337,0,1,白天,121.238598,24.958643,桃園市,交叉路口
2022,01,02,2022-01-02,2,中壢區,否,154420,0,1,白天,121.223467,24.973842,桃園市,交叉路口
2022,01,02,2022-01-02,2,中壢區,否,160922,0,1,白天,121.236648,24.985789,桃園市,一般地址
2022,01,02,2022-01-02,2,中壢區,否,165200,0,1,白天,121.232782,24.95894,桃園市,交叉路口
2022,01,02,2022-01-02,1,中壢區,否,173657,0,1,夜晚,121.233728,24.958063,桃園市,一般地址
2022,01,02,2022-01-02,1,中壢區,否,174605,0,1,夜晚,121.263285,24.950948,桃園市,交叉路口
2022,01,02,2022-01-02,1,中壢區,否,175749,0,1,夜晚,121.202465,25.001999,桃園市,交叉路口
2022,01,02,2022-01-02,1,中壢區,是,180600,0,1,,121.242969,24.949233,桃園市,一般地址
2022,01,02,2022-01-02,2,中壢區,否,193823,0,1,夜晚,121.252725,24.939187,桃園市,交叉路口
2022,01,02,2022-01-02,1,中壢區,否,225050,0,1,夜晚,121.259432,24.965531,桃園市,一般地址
2022,01,03,2022-01-03,1,中壢區,否,64700,0,1,白天,121.219387,24.955121,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,83700,0,1,白天,121.227311,24.960595,桃園市,一般地址
2022,01,03,2022-01-03,1,中壢區,否,83749,0,1,白天,121.228444,24.961416,桃園市,一般地址
2022,01,03,2022-01-03,2,中壢區,否,92000,0,1,白天,121.227306,24.949436,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,92100,0,1,白天,121.207753,24.98569,桃園市,交叉路口
2022,01,03,2022-01-03,2,中壢區,否,115000,0,1,白天,121.236086,24.968785,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,122300,0,1,白天,121.228269,24.954887,桃園市,交叉路口
2022,01,03,2022-01-03,2,中壢區,否,123628,0,1,白天,121.225817,25.011895,桃園市,其他
2022,01,03,2022-01-03,1,中壢區,否,124311,0,1,白天,121.222443,24.984488,桃園市,交叉路口
2022,01,03,2022-01-03,2,中壢區,否,131300,0,1,白天,121.206416,24.9631,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,142000,0,1,白天,121.216731,24.96569,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,142455,0,1,白天,121.199084,24.972705,桃園市,一般地址
2022,01,03,2022-01-03,2,中壢區,非駕駛人，未檢測,145514,0,1,白天,121.262381,24.968434,桃園市,交叉路口
2022,01,03,2022-01-03,2,中壢區,否,151800,0,1,白天,121.254792,24.937326,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,153900,0,1,白天,121.216244,24.967267,桃園市,一般地址
2022,01,03,2022-01-03,1,中壢區,否,154256,0,1,白天,121.258148,24.969331,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,161143,0,1,白天,121.217263,24.957934,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,161200,0,1,白天,121.237914,24.964757,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,161401,0,1,白天,121.222651,24.959054,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,165200,0,1,夜晚,121.222277,24.951926,桃園市,其他
2022,01,03,2022-01-03,2,中壢區,否,165200,0,1,白天,121.24675,24.993178,桃園市,一般地址
2022,01,03,2022-01-03,1,中壢區,否,172200,0,1,白天,121.230024,24.958815,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,174704,0,1,夜晚,121.22463,24.96588,桃園市,交叉路口
2022,01,03,2022-01-03,2,中壢區,否,174715,0,1,白天,121.158722,24.962478,桃園市,一般地址
2022,01,03,2022-01-03,2,中壢區,否,174729,0,1,夜晚,121.247208,24.957122,桃園市,交叉路口
2022,01,03,2022-01-03,2,中壢區,否,175100,0,1,夜晚,121.232123,24.936503,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,175214,0,1,夜晚,121.223867,24.954492,桃園市,交叉路口
2022,01,03,2022-01-03,2,中壢區,否,175322,0,1,夜晚,121.218957,24.956336,桃園市,交叉路口
2022,01,03,2022-01-03,2,中壢區,否,182718,0,1,夜晚,121.266409,24.948306,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,183201,0,1,夜晚,121.223689,24.957248,桃園市,交叉路口
2022,01,03,2022-01-03,2,中壢區,否,185900,0,1,夜晚,121.2387,24.958659,桃園市,一般地址
2022,01,03,2022-01-03,1,中壢區,否,190000,0,1,夜晚,121.26041,24.934251,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,190002,0,1,夜晚,121.229658,24.971607,桃園市,交叉路口
2022,01,03,2022-01-03,2,中壢區,否,191700,0,1,夜晚,121.254686,24.989221,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,不明,192031,0,1,夜晚,121.23858,24.934788,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,193502,0,1,夜晚,121.240582,24.954352,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,202521,0,1,夜晚,121.220938,24.993472,桃園市,交叉路口
2022,01,03,2022-01-03,2,中壢區,否,203530,0,1,夜晚,121.224681,24.952472,桃園市,其他
2022,01,03,2022-01-03,1,中壢區,是,205800,0,1,夜晚,121.216658,24.965792,桃園市,交叉路口
2022,01,03,2022-01-03,1,中壢區,否,215700,0,1,夜晚,121.226409,24.952877,桃園市,一般地址
2022,01,03,2022-01-03,2,中壢區,經觀察未飲酒,223042,0,1,夜晚,121.254768,24.931025,桃園市,一般地址
2022,01,04,2022-01-04,1,中壢區,否,72008,0,1,白天,121.234452,24.973018,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,72800,0,1,白天,121.202702,25.000766,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,75400,0,1,白天,121.248595,24.944141,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,80200,0,1,白天,121.216616,24.961865,桃園市,其他
2022,01,04,2022-01-04,2,中壢區,否,82400,0,1,白天,121.259893,24.973555,桃園市,一般地址
2022,01,04,2022-01-04,1,中壢區,否,83040,0,1,白天,121.2312,24.938939,桃園市,一般地址
2022,01,04,2022-01-04,1,中壢區,否,84257,0,1,白天,121.173011,24.964032,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,85148,0,1,白天,121.262047,24.974237,桃園市,一般地址
2022,01,04,2022-01-04,2,中壢區,否,92200,0,1,白天,121.252483,24.97311,桃園市,其他
2022,01,04,2022-01-04,1,中壢區,否,101725,0,1,白天,121.221621,24.997952,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,105500,0,1,白天,121.245609,24.993176,桃園市,交叉路口
2022,01,04,2022-01-04,2,中壢區,否,110200,0,1,白天,121.251148,24.934213,桃園市,一般地址
2022,01,04,2022-01-04,2,中壢區,否,113536,0,1,夜晚,121.222332,24.95775,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,114207,0,1,白天,121.24848,24.943838,桃園市,交叉路口
2022,01,04,2022-01-04,3,中壢區,否,115406,0,1,白天,121.228886,24.964505,桃園市,一般地址
2022,01,04,2022-01-04,1,中壢區,否,125400,0,1,白天,121.219391,24.95384,桃園市,交叉路口
2022,01,04,2022-01-04,3,中壢區,否,131504,0,1,白天,121.230176,24.958531,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,135500,0,1,白天,121.246339,24.955446,桃園市,一般地址
2022,01,04,2022-01-04,2,中壢區,否,155700,0,1,白天,121.229669,24.944322,桃園市,一般地址
2022,01,04,2022-01-04,2,中壢區,否,160516,0,1,白天,121.223738,24.970392,桃園市,一般地址
2022,01,04,2022-01-04,2,中壢區,否,163900,0,1,白天,121.223003,24.961709,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,171549,0,1,白天,121.224536,24.959146,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,174500,0,1,夜晚,121.229801,24.96313,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,175700,0,1,白天,121.245205,24.967255,桃園市,一般地址
2022,01,04,2022-01-04,1,中壢區,否,175823,0,1,夜晚,121.219736,25.015785,桃園市,交叉路口
2022,01,04,2022-01-04,2,中壢區,否,181246,0,1,夜晚,121.255074,24.931887,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,182310,0,1,夜晚,121.264578,24.963566,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,是,184436,0,1,夜晚,121.230501,25.006731,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,184856,0,1,夜晚,121.24474,24.979159,桃園市,一般地址
2022,01,04,2022-01-04,1,中壢區,否,191000,0,1,夜晚,121.231784,24.94688,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,205830,0,1,夜晚,121.222073,24.958672,桃園市,一般地址
2022,01,04,2022-01-04,1,中壢區,否,212636,0,1,夜晚,121.233184,24.957024,桃園市,一般地址
2022,01,04,2022-01-04,1,中壢區,否,213100,0,1,夜晚,121.224106,24.962225,桃園市,交叉路口
2022,01,04,2022-01-04,1,中壢區,否,213400,0,1,白天,121.239439,24.959083,桃園市,一般地址
2022,01,04,2022-01-04,1,中壢區,否,223900,0,1,夜晚,121.21367,24.960657,桃園市,交叉路口
2022,01,05,2022-01-05,2,中壢區,否,34300,0,1,夜晚,121.22904,24.964454,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,無法檢測,65903,0,1,白天,121.227913,24.950669,桃園市,其他
2022,01,05,2022-01-05,1,中壢區,否,72301,0,1,白天,121.220909,24.97471,桃園市,其他
2022,01,05,2022-01-05,1,中壢區,否,72800,0,1,白天,121.201874,24.957199,桃園市,其他
2022,01,05,2022-01-05,1,中壢區,否,75908,0,1,白天,121.256759,24.946843,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,80610,0,1,白天,121.262195,24.962019,桃園市,一般地址
2022,01,05,2022-01-05,1,中壢區,否,81130,0,1,白天,121.232653,24.954396,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,81200,0,1,白天,121.227346,24.942981,桃園市,交叉路口
2022,01,05,2022-01-05,3,中壢區,否,93121,0,1,白天,121.171604,24.958558,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,94841,0,1,白天,121.259259,24.934648,桃園市,一般地址
2022,01,05,2022-01-05,1,中壢區,否,120428,0,1,白天,121.22368,24.9709,桃園市,一般地址
2022,01,05,2022-01-05,1,中壢區,否,121800,0,1,白天,121.229069,24.954758,桃園市,其他
2022,01,05,2022-01-05,1,中壢區,否,130442,0,1,白天,121.227889,24.948121,桃園市,交叉路口
2022,01,05,2022-01-05,2,中壢區,否,134139,0,1,白天,121.254514,24.970848,桃園市,其他
2022,01,05,2022-01-05,2,中壢區,否,135319,0,1,白天,121.222062,24.954169,桃園市,一般地址
2022,01,05,2022-01-05,1,中壢區,否,142000,0,1,白天,121.243183,24.958902,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,142707,0,1,白天,121.224181,24.984911,桃園市,一般地址
2022,01,05,2022-01-05,1,中壢區,否,145530,0,1,白天,121.260777,24.959949,桃園市,一般地址
2022,01,05,2022-01-05,2,中壢區,否,155500,0,1,白天,121.214672,24.957757,桃園市,交叉路口
2022,01,05,2022-01-05,2,中壢區,否,164604,0,1,白天,121.264555,24.955718,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,170800,0,1,白天,121.193802,24.957752,桃園市,一般地址
2022,01,05,2022-01-05,1,中壢區,否,172428,0,1,白天,121.257683,24.972906,桃園市,一般地址
2022,01,05,2022-01-05,1,中壢區,否,173528,0,1,夜晚,121.220017,24.954514,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,174517,0,1,夜晚,121.179731,24.995129,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,174903,0,1,夜晚,121.201414,25.005092,桃園市,交叉路口
2022,01,05,2022-01-05,2,中壢區,否,175659,0,1,夜晚,121.204892,24.964815,桃園市,一般地址
2022,01,05,2022-01-05,1,中壢區,否,181700,0,1,夜晚,121.212931,24.963732,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,182800,0,1,夜晚,121.259122,24.978171,桃園市,一般地址
2022,01,05,2022-01-05,1,中壢區,否,182847,0,1,夜晚,121.204119,24.965504,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,184633,0,1,夜晚,121.228871,24.96451,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,185841,0,1,夜晚,121.201819,25.000211,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,192800,0,1,夜晚,121.23596,24.948601,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,194400,0,1,夜晚,121.23194,24.954106,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,195510,0,1,夜晚,121.177758,24.963096,桃園市,一般地址
2022,01,05,2022-01-05,1,中壢區,否,195600,0,1,夜晚,121.225835,24.951405,桃園市,一般地址
2022,01,05,2022-01-05,1,中壢區,否,202425,0,1,夜晚,121.236067,24.971676,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,203500,0,1,夜晚,121.247954,24.958736,桃園市,一般地址
2022,01,05,2022-01-05,3,中壢區,否,204124,0,1,夜晚,121.248923,24.975416,桃園市,交叉路口
2022,01,05,2022-01-05,2,中壢區,否,205455,0,1,夜晚,121.164381,25.006801,桃園市,交叉路口
2022,01,05,2022-01-05,1,中壢區,否,221851,0,1,夜晚,121.252832,24.970405,桃園市,一般地址
2022,01,05,2022-01-05,1,中壢區,否,224800,0,1,夜晚,121.244027,24.966788,桃園市,一般地址
2022,01,06,2022-01-06,1,中壢區,否,60000,0,1,白天,121.236181,24.968814,桃園市,交叉路口
2022,01,06,2022-01-06,2,中壢區,非駕駛人，未檢測,64500,0,1,白天,121.25824,24.967748,桃園市,交叉路口
2022,01,06,2022-01-06,3,中壢區,否,65600,0,1,白天,121.252246,24.940085,桃園市,一般地址
2022,01,06,2022-01-06,2,中壢區,否,73654,0,1,白天,121.22987,24.94313,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,否,74600,0,1,白天,121.232095,24.954195,桃園市,一般地址
2022,01,06,2022-01-06,2,中壢區,否,74800,0,1,白天,121.245857,24.961132,桃園市,一般地址
2022,01,06,2022-01-06,2,中壢區,否,74919,0,1,白天,121.216553,24.958625,桃園市,交叉路口
2022,01,06,2022-01-06,2,中壢區,否,80009,0,1,白天,121.245751,24.961223,桃園市,一般地址
2022,01,06,2022-01-06,1,中壢區,否,82100,0,1,白天,121.256375,24.951694,桃園市,一般地址
2022,01,06,2022-01-06,3,中壢區,否,83951,0,1,白天,121.213157,24.964581,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,是,100002,0,1,白天,121.229293,24.954304,桃園市,交叉路口
2022,01,06,2022-01-06,2,中壢區,否,114543,0,1,白天,121.203705,25.005627,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,否,114600,0,1,白天,121.178627,24.975084,桃園市,一般地址
2022,01,06,2022-01-06,1,中壢區,否,114700,0,1,白天,121.260586,24.973735,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,否,120009,0,1,白天,121.214064,25.01374,桃園市,其他
2022,01,06,2022-01-06,1,中壢區,否,121651,0,1,白天,121.244545,24.925968,桃園市,其他
2022,01,06,2022-01-06,1,中壢區,否,125000,0,1,白天,121.224967,24.956823,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,否,141221,0,1,白天,121.209495,24.963909,桃園市,一般地址
2022,01,06,2022-01-06,1,中壢區,否,151100,0,1,白天,121.231996,24.949882,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,無法檢測,152435,0,1,白天,121.186452,24.985033,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,否,153000,0,1,夜晚,121.170033,24.959403,桃園市,交叉路口
2022,01,06,2022-01-06,2,中壢區,否,154939,0,1,白天,121.252513,24.945404,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,否,163200,0,1,白天,121.239218,24.935547,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,否,163800,0,1,白天,121.220302,24.957945,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,是,164600,0,1,夜晚,121.239785,24.930141,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,否,173551,0,1,夜晚,121.207582,24.962024,桃園市,一般地址
2022,01,06,2022-01-06,1,中壢區,否,180000,0,1,夜晚,121.216342,24.966873,桃園市,交叉路口
2022,01,06,2022-01-06,3,中壢區,否,180200,0,1,夜晚,121.224536,24.959146,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,否,181000,0,1,夜晚,121.182069,24.987633,桃園市,一般地址
2022,01,06,2022-01-06,2,中壢區,否,181823,0,1,夜晚,121.227667,24.980676,桃園市,一般地址
2022,01,06,2022-01-06,1,中壢區,經觀察未飲酒,184000,0,1,白天,121.237014,24.958557,桃園市,其他
2022,01,06,2022-01-06,1,中壢區,否,184406,0,1,夜晚,121.215959,24.980354,桃園市,一般地址
2022,01,06,2022-01-06,1,中壢區,否,184512,0,1,夜晚,121.227667,24.980676,桃園市,一般地址
2022,01,06,2022-01-06,1,中壢區,否,201000,0,1,夜晚,121.211171,24.961538,桃園市,交叉路口
2022,01,06,2022-01-06,2,中壢區,否,201600,0,1,夜晚,121.239736,24.972589,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,否,202548,0,1,夜晚,121.195655,25.006511,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,否,210200,0,1,夜晚,121.239788,24.959849,桃園市,其他
2022,01,06,2022-01-06,2,中壢區,否,210400,0,1,夜晚,121.237772,24.958164,桃園市,一般地址
2022,01,06,2022-01-06,1,中壢區,否,210500,0,1,夜晚,121.22972,24.96322,桃園市,交叉路口
2022,01,06,2022-01-06,1,中壢區,否,221600,0,1,夜晚,121.248255,24.980048,桃園市,一般地址
2022,01,06,2022-01-06,1,中壢區,否,230636,0,1,夜晚,121.254467,24.970958,桃園市,交叉路口
2022,01,07,2022-01-07,2,中壢區,否,50300,0,1,夜晚,121.248811,24.974173,桃園市,交叉路口
2022,01,07,2022-01-07,2,中壢區,否,70354,0,1,白天,121.240612,24.94131,桃園市,一般地址
2022,01,07,2022-01-07,1,中壢區,否,72914,0,1,白天,121.239564,24.970551,桃園市,一般地址
2022,01,07,2022-01-07,2,中壢區,否,73456,0,1,白天,121.257775,24.975831,桃園市,一般地址
2022,01,07,2022-01-07,2,中壢區,否,82000,0,1,白天,121.163234,24.961337,桃園市,其他
2022,01,07,2022-01-07,1,中壢區,否,82210,0,1,白天,121.245805,24.954326,桃園市,一般地址
2022,01,07,2022-01-07,2,中壢區,否,83005,0,1,白天,121.239967,24.965335,桃園市,一般地址
2022,01,07,2022-01-07,1,中壢區,否,113444,0,1,白天,121.215842,25.01069,桃園市,交叉路口
2022,01,07,2022-01-07,1,中壢區,否,113931,0,1,白天,121.218314,24.958426,桃園市,交叉路口
2022,01,07,2022-01-07,1,中壢區,否,114835,0,1,白天,121.211006,24.959465,桃園市,一般地址
2022,01,07,2022-01-07,1,中壢區,否,115910,0,1,白天,121.220336,24.955332,桃園市,一般地址
2022,01,07,2022-01-07,2,中壢區,否,120304,0,1,白天,121.234588,25.006652,桃園市,交叉路口
2022,01,07,2022-01-07,1,中壢區,否,124000,0,1,白天,121.25882,24.952161,桃園市,交叉路口
2022,01,07,2022-01-07,1,中壢區,否,124600,0,1,白天,121.24797,24.968458,桃園市,交叉路口
2022,01,07,2022-01-07,2,中壢區,否,131244,0,1,白天,121.259203,24.956961,桃園市,交叉路口
2022,01,07,2022-01-07,1,中壢區,否,132859,0,1,白天,121.239237,24.956823,桃園市,交叉路口
2022,01,07,2022-01-07,1,中壢區,否,135551,0,1,白天,121.214643,24.95776,桃園市,交叉路口
2022,01,07,2022-01-07,1,中壢區,否,140600,0,1,白天,121.204005,24.965577,桃園市,交叉路口
2022,01,07,2022-01-07,1,中壢區,否,153200,0,1,白天,121.230191,24.951252,桃園市,一般地址
2022,01,07,2022-01-07,1,中壢區,否,154200,0,1,白天,121.256948,24.949261,桃園市,交叉路口
2022,01,07,2022-01-07,1,中壢區,否,165500,0,1,白天,121.222933,25.006235,桃園市,交叉路口
2022,01,07,2022-01-07,1,中壢區,否,175700,0,1,白天,121.234748,24.977667,桃園市,一般地址
2022,01,07,2022-01-07,1,中壢區,否,182000,0,1,夜晚,121.244783,25.008199,桃園市,一般地址
2022,01,07,2022-01-07,1,中壢區,否,182713,0,1,夜晚,121.240016,24.952945,桃園市,一般地址
2022,01,07,2022-01-07,1,中壢區,否,184600,0,1,夜晚,121.238978,24.986545,桃園市,一般地址
2022,01,07,2022-01-07,1,中壢區,否,184714,0,1,夜晚,121.20408,24.957453,桃園市,一般地址
2022,01,07,2022-01-07,1,中壢區,否,193100,0,1,夜晚,121.20683,24.957462,桃園市,一般地址
2022,01,07,2022-01-07,2,中壢區,否,194900,0,1,夜晚,121.232732,24.968035,桃園市,交叉路口
2022,01,07,2022-01-07,3,中壢區,否,232919,0,1,夜晚,121.219661,24.960159,桃園市,交叉路口
2022,01,08,2022-01-08,1,中壢區,否,2700,0,1,夜晚,121.225593,24.953629,桃園市,交叉路口
2022,01,08,2022-01-08,1,中壢區,否,5800,0,1,夜晚,121.257265,24.935563,桃園市,交叉路口
2022,01,08,2022-01-08,1,中壢區,否,84641,0,1,白天,121.235745,24.934643,桃園市,交叉路口
2022,01,08,2022-01-08,1,中壢區,否,94300,0,1,白天,121.250569,24.957084,桃園市,一般地址
2022,01,08,2022-01-08,1,中壢區,否,95000,0,1,白天,121.216641,24.956645,桃園市,一般地址
2022,01,08,2022-01-08,3,中壢區,否,101900,0,1,白天,121.246339,24.955446,桃園市,一般地址
2022,01,08,2022-01-08,2,中壢區,不明,102700,0,1,白天,121.253475,24.930045,桃園市,交叉路口
2022,01,08,2022-01-08,2,中壢區,否,104800,0,1,白天,121.216873,24.961972,桃園市,交叉路口
2022,01,08,2022-01-08,2,中壢區,否,110000,0,1,白天,121.250415,24.934533,桃園市,一般地址
2022,01,08,2022-01-08,1,中壢區,否,110241,0,1,白天,121.260617,24.96509,桃園市,交叉路口
2022,01,08,2022-01-08,1,中壢區,否,115000,0,1,白天,121.197099,24.957474,桃園市,一般地址
2022,01,08,2022-01-08,2,中壢區,否,115000,0,1,白天,121.227352,24.954542,桃園市,一般地址
2022,01,08,2022-01-08,1,中壢區,否,120500,0,1,白天,121.244377,24.967153,桃園市,交叉路口
2022,01,08,2022-01-08,2,中壢區,否,130000,0,1,白天,121.23566,24.936355,桃園市,一般地址
2022,01,08,2022-01-08,1,中壢區,否,131059,0,1,白天,121.245093,24.94136,桃園市,交叉路口
2022,01,08,2022-01-08,2,中壢區,否,133139,0,1,白天,121.202465,25.001999,桃園市,交叉路口
2022,01,08,2022-01-08,1,中壢區,否,142059,0,1,白天,121.25524,24.97598,桃園市,交叉路口
2022,01,08,2022-01-08,1,中壢區,否,150000,0,1,白天,121.223053,24.956577,桃園市,一般地址
2022,01,08,2022-01-08,1,中壢區,否,152800,0,1,白天,121.244098,24.925834,桃園市,其他
2022,01,08,2022-01-08,1,中壢區,否,155810,0,1,白天,121.231961,24.946649,桃園市,交叉路口
2022,01,08,2022-01-08,1,中壢區,否,175200,0,1,白天,121.225662,24.963888,桃園市,一般地址
2022,01,08,2022-01-08,1,中壢區,否,181600,0,1,夜晚,121.212469,24.960583,桃園市,一般地址
2022,01,08,2022-01-08,1,中壢區,否,184801,0,1,夜晚,121.223254,24.956398,桃園市,交叉路口
2022,01,08,2022-01-08,1,中壢區,否,190109,0,1,夜晚,121.230324,24.941212,桃園市,一般地址
2022,01,08,2022-01-08,3,中壢區,否,193300,0,1,夜晚,121.262395,24.974213,桃園市,交叉路口
2022,01,08,2022-01-08,1,中壢區,否,201700,0,1,夜晚,121.223317,24.965755,桃園市,一般地址
2022,01,08,2022-01-08,3,中壢區,否,223200,0,1,夜晚,121.240393,24.951486,桃園市,交叉路口
