年,月,日,日期,受傷人數,市區鄉鎮,是否飲酒,時間,死亡人數,當事者順位,白天or夜晚,經度,緯度,縣市,道路類型
2022,04,15,2022-04-15,2,中壢區,否,175700,0,1,白天,121.218248,24.965437,桃園市,交叉路口
2022,04,15,2022-04-15,1,中壢區,否,180750,0,1,白天,121.231531,24.961015,桃園市,交叉路口
2022,04,15,2022-04-15,1,中壢區,否,190000,0,1,夜晚,121.221452,24.952983,桃園市,交叉路口
2022,04,15,2022-04-15,1,中壢區,否,191500,0,1,夜晚,121.209977,24.958753,桃園市,交叉路口
2022,04,15,2022-04-15,1,中壢區,否,205700,0,1,夜晚,121.255784,24.972734,桃園市,交叉路口
2022,04,15,2022-04-15,1,中壢區,否,205903,0,1,夜晚,121.222737,24.980557,桃園市,交叉路口
2022,04,15,2022-04-15,1,中壢區,否,223900,0,1,夜晚,121.259203,24.956961,桃園市,交叉路口
2022,04,15,2022-04-15,1,中壢區,否,224000,0,1,夜晚,121.247964,24.981789,桃園市,交叉路口
2022,04,16,2022-04-16,1,中壢區,否,10300,0,1,夜晚,121.203445,24.966947,桃園市,一般地址
2022,04,16,2022-04-16,1,中壢區,否,64500,0,1,白天,121.234853,24.953183,桃園市,一般地址
2022,04,16,2022-04-16,1,中壢區,否,82600,0,1,白天,121.257847,24.976639,桃園市,交叉路口
2022,04,16,2022-04-16,1,中壢區,否,95832,0,1,白天,121.22024,24.962586,桃園市,一般地址
2022,04,16,2022-04-16,1,中壢區,否,102300,0,1,白天,121.241833,24.952335,桃園市,一般地址
2022,04,16,2022-04-16,2,中壢區,否,103800,0,1,白天,121.25155,24.977352,桃園市,一般地址
2022,04,16,2022-04-16,2,中壢區,否,111800,0,1,白天,121.250333,24.979599,桃園市,交叉路口
2022,04,16,2022-04-16,1,中壢區,否,115920,0,1,白天,121.231932,24.979456,桃園市,交叉路口
2022,04,16,2022-04-16,2,中壢區,否,131249,0,1,白天,121.205146,25.001917,桃園市,交叉路口
2022,04,16,2022-04-16,2,中壢區,否,132200,0,1,白天,121.260897,24.970536,桃園市,交叉路口
2022,04,16,2022-04-16,1,中壢區,否,133305,0,1,白天,121.218278,25.01172,桃園市,交叉路口
2022,04,16,2022-04-16,1,中壢區,否,144002,0,1,白天,121.257131,24.971836,桃園市,交叉路口
2022,04,16,2022-04-16,2,中壢區,否,170200,0,1,白天,121.249645,24.937593,桃園市,交叉路口
2022,04,16,2022-04-16,2,中壢區,否,182853,0,1,夜晚,121.2461,24.940252,桃園市,一般地址
2022,04,16,2022-04-16,1,中壢區,否,214025,0,1,夜晚,121.214908,24.958918,桃園市,交叉路口
2022,04,16,2022-04-16,1,中壢區,否,214800,0,1,夜晚,121.193546,24.979608,桃園市,交叉路口
2022,04,16,2022-04-16,1,中壢區,否,215125,0,1,夜晚,121.249264,24.932989,桃園市,交叉路口
2022,04,16,2022-04-16,1,中壢區,否,222600,0,1,夜晚,121.247671,24.970516,桃園市,交叉路口
2022,04,16,2022-04-16,1,中壢區,否,230000,0,1,夜晚,121.228417,24.965124,桃園市,一般地址
2022,04,16,2022-04-16,1,中壢區,否,233649,0,1,夜晚,121.231223,24.953831,桃園市,交叉路口
2022,04,17,2022-04-17,2,中壢區,否,23629,0,1,夜晚,121.227158,24.949934,桃園市,交叉路口
2022,04,17,2022-04-17,2,中壢區,非駕駛人，未檢測,25755,0,1,夜晚,121.242316,24.953046,桃園市,一般地址
2022,04,17,2022-04-17,2,中壢區,否,74300,0,1,白天,121.211052,24.966211,桃園市,交叉路口
2022,04,17,2022-04-17,1,中壢區,否,74507,0,1,白天,121.234565,24.97876,桃園市,交叉路口
2022,04,17,2022-04-17,1,中壢區,否,93900,0,1,白天,121.214271,24.955873,桃園市,交叉路口
2022,04,17,2022-04-17,1,中壢區,否,100600,0,1,白天,121.184177,25.01016,桃園市,一般地址
2022,04,17,2022-04-17,1,中壢區,否,104006,0,1,白天,121.20758,25.006162,桃園市,交叉路口
2022,04,17,2022-04-17,2,中壢區,否,111400,0,1,白天,121.222759,25.018772,桃園市,交叉路口
2022,04,17,2022-04-17,1,中壢區,否,115229,0,1,白天,121.25136,24.929377,桃園市,一般地址
2022,04,17,2022-04-17,1,中壢區,否,121500,0,1,白天,121.169558,24.985621,桃園市,交叉路口
2022,04,17,2022-04-17,1,中壢區,否,122100,0,1,白天,121.226672,24.961432,桃園市,交叉路口
2022,04,17,2022-04-17,2,中壢區,否,123530,0,1,白天,121.202577,25.024957,桃園市,一般地址
2022,04,17,2022-04-17,1,中壢區,否,132100,0,1,白天,121.251951,24.942312,桃園市,交叉路口
2022,04,17,2022-04-17,1,中壢區,否,134000,0,1,白天,121.203585,25.01439,桃園市,一般地址
2022,04,17,2022-04-17,1,中壢區,否,142700,0,1,白天,121.221704,24.994663,桃園市,交叉路口
2022,04,17,2022-04-17,1,中壢區,否,160613,0,1,白天,121.218354,24.958334,桃園市,交叉路口
2022,04,17,2022-04-17,2,中壢區,否,165200,0,1,白天,121.224536,24.959146,桃園市,交叉路口
2022,04,17,2022-04-17,1,中壢區,否,170132,0,1,白天,121.236264,24.968487,桃園市,交叉路口
2022,04,17,2022-04-17,1,中壢區,否,190700,0,1,夜晚,121.232166,24.946257,桃園市,交叉路口
2022,04,17,2022-04-17,2,中壢區,否,210000,0,1,夜晚,121.236769,24.957478,桃園市,一般地址
2022,04,17,2022-04-17,1,中壢區,否,221700,0,1,夜晚,121.26215,24.955967,桃園市,交叉路口
2022,04,17,2022-04-17,2,中壢區,否,223358,0,1,夜晚,121.217672,24.955046,桃園市,交叉路口
2022,04,17,2022-04-17,1,中壢區,否,231003,0,1,夜晚,121.220411,24.956621,桃園市,交叉路口
2022,04,18,2022-04-18,1,中壢區,否,4900,0,1,夜晚,121.225335,24.955567,桃園市,交叉路口
2022,04,18,2022-04-18,2,中壢區,否,15600,0,1,夜晚,121.247531,24.979779,桃園市,交叉路口
2022,04,18,2022-04-18,1,中壢區,否,62355,0,1,白天,121.258865,24.965075,桃園市,一般地址
2022,04,18,2022-04-18,1,中壢區,否,64900,0,1,白天,121.253802,24.970963,桃園市,交叉路口
2022,04,18,2022-04-18,2,中壢區,否,73225,0,1,白天,121.230161,24.962132,桃園市,一般地址
2022,04,18,2022-04-18,1,中壢區,否,74000,0,1,白天,121.175943,24.959612,桃園市,一般地址
2022,04,18,2022-04-18,1,中壢區,否,74000,0,1,白天,121.236469,24.9571,桃園市,一般地址
2022,04,18,2022-04-18,2,中壢區,否,74448,0,1,白天,121.236431,24.965259,桃園市,一般地址
2022,04,18,2022-04-18,1,中壢區,否,74800,0,1,白天,121.256182,24.933796,桃園市,交叉路口
2022,04,18,2022-04-18,1,中壢區,否,82000,0,1,白天,121.164381,25.006801,桃園市,交叉路口
2022,04,18,2022-04-18,1,中壢區,否,94217,0,1,白天,121.224324,24.958232,桃園市,一般地址
2022,04,18,2022-04-18,1,中壢區,否,112110,0,1,白天,121.228559,24.947375,桃園市,一般地址
2022,04,18,2022-04-18,2,中壢區,否,113829,0,1,白天,121.24932,24.981053,桃園市,交叉路口
2022,04,18,2022-04-18,1,中壢區,否,115535,0,1,白天,121.221272,24.957894,桃園市,交叉路口
2022,04,18,2022-04-18,1,中壢區,不明,115900,0,1,白天,121.208951,24.988002,桃園市,交叉路口
2022,04,18,2022-04-18,1,中壢區,不明,151800,0,1,白天,121.257834,24.964478,桃園市,一般地址
2022,04,18,2022-04-18,1,中壢區,否,162737,0,1,白天,121.217182,25.005044,桃園市,一般地址
2022,04,18,2022-04-18,3,中壢區,否,172353,0,1,白天,121.21835,24.958262,桃園市,交叉路口
2022,04,18,2022-04-18,2,中壢區,否,172550,0,1,白天,121.238944,24.965039,桃園市,一般地址
2022,04,18,2022-04-18,1,中壢區,否,173300,0,1,白天,121.258997,24.977908,桃園市,一般地址
2022,04,18,2022-04-18,1,中壢區,否,175600,0,1,白天,121.240355,24.962013,桃園市,一般地址
2022,04,18,2022-04-18,2,中壢區,否,180500,0,1,白天,121.260004,24.97355,桃園市,一般地址
2022,04,18,2022-04-18,1,中壢區,否,180745,0,1,夜晚,121.2625,24.96836,桃園市,一般地址
2022,04,18,2022-04-18,2,中壢區,否,182546,0,1,夜晚,121.227256,24.961609,桃園市,一般地址
2022,04,18,2022-04-18,1,中壢區,否,182600,0,1,夜晚,121.238204,24.9584,桃園市,一般地址
2022,04,18,2022-04-18,1,中壢區,否,190900,0,1,夜晚,121.207525,24.960815,桃園市,交叉路口
2022,04,18,2022-04-18,2,中壢區,否,200000,0,1,夜晚,121.217681,24.957154,桃園市,交叉路口
2022,04,18,2022-04-18,2,中壢區,否,214100,0,1,夜晚,121.23913,24.962615,桃園市,交叉路口
2022,04,18,2022-04-18,1,中壢區,否,214325,0,1,夜晚,121.211542,24.956355,桃園市,一般地址
2022,04,19,2022-04-19,2,中壢區,否,52300,0,1,白天,121.22299,24.949559,桃園市,交叉路口
2022,04,19,2022-04-19,1,中壢區,否,71910,0,1,白天,121.252681,24.933586,桃園市,一般地址
2022,04,19,2022-04-19,2,中壢區,否,71929,0,1,白天,121.218152,24.958843,桃園市,一般地址
2022,04,19,2022-04-19,2,中壢區,否,72300,0,1,白天,121.238166,24.958323,桃園市,一般地址
2022,04,19,2022-04-19,1,中壢區,否,72900,0,1,白天,121.24003,24.965913,桃園市,一般地址
2022,04,19,2022-04-19,2,中壢區,否,74500,0,1,白天,121.168196,25.009319,桃園市,交叉路口
2022,04,19,2022-04-19,2,中壢區,非駕駛人，未檢測,74600,0,1,白天,121.248996,24.968583,桃園市,一般地址
2022,04,19,2022-04-19,3,中壢區,否,75410,0,1,白天,121.224633,24.943651,桃園市,交叉路口
2022,04,19,2022-04-19,1,中壢區,否,75700,0,1,白天,121.224943,24.950716,桃園市,交叉路口
2022,04,19,2022-04-19,1,中壢區,否,80330,0,1,白天,121.24929,24.98106,桃園市,交叉路口
2022,04,19,2022-04-19,1,中壢區,否,81900,0,1,白天,121.256919,24.947945,桃園市,一般地址
2022,04,19,2022-04-19,1,中壢區,否,82034,0,1,白天,121.234501,24.976021,桃園市,交叉路口
2022,04,19,2022-04-19,1,中壢區,否,83910,0,1,白天,121.24862,24.955499,桃園市,一般地址
2022,04,19,2022-04-19,2,中壢區,否,85600,0,1,白天,121.229801,24.96313,桃園市,交叉路口
2022,04,19,2022-04-19,1,中壢區,否,91038,0,1,白天,121.229009,24.946259,桃園市,一般地址
2022,04,19,2022-04-19,2,中壢區,否,94812,0,1,白天,121.21831,24.958109,桃園市,一般地址
2022,04,19,2022-04-19,1,中壢區,是,103951,0,1,白天,121.228475,25.001528,桃園市,一般地址
2022,04,19,2022-04-19,2,中壢區,否,104800,0,1,白天,121.235685,24.971782,桃園市,一般地址
2022,04,19,2022-04-19,1,中壢區,否,122940,0,1,白天,121.251459,24.971018,桃園市,一般地址
2022,04,19,2022-04-19,1,中壢區,否,124112,0,1,白天,121.223053,24.946044,桃園市,交叉路口
2022,04,19,2022-04-19,1,中壢區,否,130800,0,1,白天,121.223007,24.977114,桃園市,一般地址
2022,04,19,2022-04-19,1,中壢區,否,132750,0,1,白天,121.219056,24.956292,桃園市,交叉路口
2022,04,19,2022-04-19,1,中壢區,否,144500,0,1,白天,121.227505,24.957385,桃園市,一般地址
2022,04,19,2022-04-19,1,中壢區,否,145257,0,1,白天,121.258178,24.963575,桃園市,交叉路口
2022,04,19,2022-04-19,2,中壢區,否,172209,0,1,白天,121.229175,24.963336,桃園市,一般地址
2022,04,19,2022-04-19,2,中壢區,否,175500,0,1,夜晚,121.221994,24.95245,桃園市,其他
2022,04,19,2022-04-19,1,中壢區,否,180827,0,1,夜晚,121.246407,24.960315,桃園市,交叉路口
2022,04,19,2022-04-19,1,中壢區,否,181522,0,1,白天,121.253653,25.000236,桃園市,一般地址
2022,04,19,2022-04-19,2,中壢區,否,190953,0,1,夜晚,121.249768,24.940735,桃園市,一般地址
2022,04,19,2022-04-19,1,中壢區,否,194725,0,1,夜晚,121.20748,25.012073,桃園市,其他
2022,04,19,2022-04-19,3,中壢區,否,211700,0,1,夜晚,121.214908,24.958918,桃園市,交叉路口
2022,04,19,2022-04-19,2,中壢區,否,211900,0,1,夜晚,121.169764,25.018738,桃園市,交叉路口
2022,04,19,2022-04-19,2,中壢區,否,213000,0,1,夜晚,121.229272,24.945887,桃園市,一般地址
2022,04,19,2022-04-19,1,中壢區,否,234300,0,1,夜晚,121.238923,24.958785,桃園市,一般地址
2022,04,20,2022-04-20,1,中壢區,否,20000,0,1,夜晚,121.260007,24.958696,桃園市,一般地址
2022,04,20,2022-04-20,2,中壢區,否,72800,0,1,白天,121.236232,24.934477,桃園市,交叉路口
2022,04,20,2022-04-20,1,中壢區,是,73529,0,1,白天,121.229024,24.962643,桃園市,一般地址
2022,04,20,2022-04-20,1,中壢區,否,74310,0,1,白天,121.220879,24.95555,桃園市,一般地址
2022,04,20,2022-04-20,2,中壢區,否,74800,0,1,白天,121.241122,24.952081,桃園市,交叉路口
2022,04,20,2022-04-20,1,中壢區,否,75000,0,1,白天,121.219347,24.958155,桃園市,交叉路口
2022,04,20,2022-04-20,1,中壢區,否,80600,0,1,白天,121.245675,24.94078,桃園市,一般地址
2022,04,20,2022-04-20,2,中壢區,否,81600,0,1,白天,121.249846,24.928316,桃園市,交叉路口
2022,04,20,2022-04-20,1,中壢區,否,82053,0,1,白天,121.256116,24.96277,桃園市,一般地址
2022,04,20,2022-04-20,1,中壢區,不明,82310,0,1,白天,121.233455,24.971867,桃園市,一般地址
2022,04,20,2022-04-20,1,中壢區,否,82921,0,1,白天,121.209375,24.96059,桃園市,交叉路口
2022,04,20,2022-04-20,1,中壢區,否,83200,0,1,白天,121.251683,24.980395,桃園市,一般地址
2022,04,20,2022-04-20,1,中壢區,否,83200,0,1,白天,121.244408,24.972565,桃園市,交叉路口
2022,04,20,2022-04-20,2,中壢區,否,84216,0,1,白天,121.25859,24.94352,桃園市,交叉路口
2022,04,20,2022-04-20,1,中壢區,否,111600,0,1,白天,121.215652,24.95523,桃園市,一般地址
2022,04,20,2022-04-20,1,中壢區,否,113600,0,1,白天,121.20005,24.957087,桃園市,其他
2022,04,20,2022-04-20,1,中壢區,否,113800,0,1,白天,121.223689,24.957248,桃園市,交叉路口
2022,04,20,2022-04-20,1,中壢區,否,114900,0,1,白天,121.249619,24.9688,桃園市,一般地址
2022,04,20,2022-04-20,2,中壢區,否,115305,0,1,白天,121.230968,24.956229,桃園市,一般地址
2022,04,20,2022-04-20,1,中壢區,否,122500,0,1,白天,121.201414,25.005092,桃園市,交叉路口
2022,04,20,2022-04-20,3,中壢區,否,132000,0,1,白天,121.184776,25.015365,桃園市,交叉路口
2022,04,20,2022-04-20,2,中壢區,否,132200,0,1,白天,121.235257,24.954575,桃園市,一般地址
2022,04,20,2022-04-20,1,中壢區,否,133754,0,1,白天,121.256014,24.971583,桃園市,交叉路口
2022,04,20,2022-04-20,2,中壢區,否,145741,0,1,白天,121.236811,24.942323,桃園市,一般地址
2022,04,20,2022-04-20,1,中壢區,否,160000,0,1,白天,121.243805,24.925574,桃園市,其他
2022,04,20,2022-04-20,2,中壢區,否,161900,0,1,白天,121.235209,24.963865,桃園市,交叉路口
2022,04,20,2022-04-20,2,中壢區,否,193000,0,1,夜晚,121.239287,24.9578,桃園市,一般地址
2022,04,20,2022-04-20,1,中壢區,否,200043,0,1,夜晚,121.262195,24.962019,桃園市,一般地址
2022,04,20,2022-04-20,1,中壢區,否,212000,0,1,夜晚,121.236335,24.955834,桃園市,交叉路口
2022,04,20,2022-04-20,4,中壢區,否,221912,0,1,夜晚,121.260032,24.973593,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,52325,0,1,白天,121.231996,24.949882,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,61800,0,1,白天,121.230942,24.956561,桃園市,一般地址
2022,04,21,2022-04-21,1,中壢區,否,71106,0,1,白天,121.224575,24.95914,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,73510,0,1,白天,121.250757,24.941597,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,74100,0,1,白天,121.260992,24.9661,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,74200,0,1,白天,121.256887,24.945118,桃園市,一般地址
2022,04,21,2022-04-21,1,中壢區,否,75000,0,1,白天,121.253941,24.939738,桃園市,一般地址
2022,04,21,2022-04-21,1,中壢區,否,82858,0,1,白天,121.2221,24.987075,桃園市,交叉路口
2022,04,21,2022-04-21,3,中壢區,否,83200,0,1,白天,121.223507,24.966606,桃園市,交叉路口
2022,04,21,2022-04-21,2,中壢區,否,95124,0,1,白天,121.206658,24.963042,桃園市,一般地址
2022,04,21,2022-04-21,1,中壢區,否,101000,0,1,白天,121.222216,24.954221,桃園市,一般地址
2022,04,21,2022-04-21,2,中壢區,否,101744,0,1,白天,121.249834,24.942619,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,102300,0,1,白天,121.221862,24.958015,桃園市,一般地址
2022,04,21,2022-04-21,1,中壢區,否,105200,0,1,白天,121.255784,24.972734,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,111429,0,1,白天,121.208886,24.956892,桃園市,一般地址
2022,04,21,2022-04-21,1,中壢區,否,112447,0,1,白天,121.184961,25.016247,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,120300,0,1,白天,121.22594,24.960652,桃園市,一般地址
2022,04,21,2022-04-21,2,中壢區,否,121355,0,1,白天,121.229996,24.964851,桃園市,一般地址
2022,04,21,2022-04-21,2,中壢區,否,123920,0,1,白天,121.219864,25.007025,桃園市,一般地址
2022,04,21,2022-04-21,1,中壢區,否,130500,0,1,白天,121.223312,24.963287,桃園市,一般地址
2022,04,21,2022-04-21,1,中壢區,否,133200,0,1,白天,121.224752,24.95226,桃園市,一般地址
2022,04,21,2022-04-21,1,中壢區,否,142500,0,1,白天,121.236396,24.964396,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,是,145854,0,1,白天,121.244398,24.979212,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,151500,0,1,白天,121.235563,24.949113,桃園市,一般地址
2022,04,21,2022-04-21,2,中壢區,否,155431,0,1,白天,121.234074,24.949982,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,165803,0,1,白天,121.206977,24.983314,桃園市,一般地址
2022,04,21,2022-04-21,2,中壢區,否,171456,0,1,白天,121.221796,24.996472,桃園市,一般地址
2022,04,21,2022-04-21,1,中壢區,否,181200,0,1,白天,121.200048,24.957107,桃園市,其他
2022,04,21,2022-04-21,2,中壢區,否,181400,0,1,夜晚,121.227825,24.947283,桃園市,一般地址
2022,04,21,2022-04-21,1,中壢區,否,183200,0,1,夜晚,121.221989,24.952424,桃園市,其他
2022,04,21,2022-04-21,1,中壢區,否,193500,0,1,夜晚,121.223862,24.971132,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,200700,0,1,夜晚,121.254674,24.961858,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,200800,0,1,夜晚,121.260496,24.974079,桃園市,交叉路口
2022,04,21,2022-04-21,2,中壢區,否,203900,0,1,夜晚,121.254472,24.93678,桃園市,交叉路口
2022,04,21,2022-04-21,1,中壢區,否,204000,0,1,夜晚,121.225298,24.975327,桃園市,一般地址
2022,04,21,2022-04-21,2,中壢區,無法檢測,213200,0,1,夜晚,121.24119,24.940994,桃園市,其他
2022,04,21,2022-04-21,1,中壢區,否,232810,0,1,夜晚,121.217724,24.962318,桃園市,交叉路口
2022,04,22,2022-04-22,2,中壢區,否,52401,0,1,白天,121.217287,24.958475,桃園市,交叉路口
2022,04,22,2022-04-22,1,中壢區,否,73500,0,1,白天,121.254869,24.977152,桃園市,交叉路口
2022,04,22,2022-04-22,1,中壢區,否,74500,0,1,白天,121.247869,24.957023,桃園市,交叉路口
2022,04,22,2022-04-22,1,中壢區,否,74800,0,1,白天,121.236117,24.968414,桃園市,一般地址
2022,04,22,2022-04-22,2,中壢區,否,75300,0,1,白天,121.2461,24.991749,桃園市,交叉路口
2022,04,22,2022-04-22,1,中壢區,否,80600,0,1,白天,121.203897,24.966042,桃園市,交叉路口
2022,04,22,2022-04-22,1,中壢區,否,83400,0,1,白天,121.205396,24.972151,桃園市,一般地址
2022,04,22,2022-04-22,1,中壢區,否,83803,0,1,白天,121.179108,24.989433,桃園市,交叉路口
2022,04,22,2022-04-22,1,中壢區,否,120800,0,1,白天,121.211831,24.961266,桃園市,一般地址
2022,04,22,2022-04-22,1,中壢區,否,123100,0,1,白天,121.215183,24.955712,桃園市,一般地址
2022,04,22,2022-04-22,1,中壢區,否,131400,0,1,白天,121.253647,24.962596,桃園市,一般地址
2022,04,22,2022-04-22,2,中壢區,否,151842,0,1,白天,121.179289,24.989939,桃園市,一般地址
2022,04,22,2022-04-22,2,中壢區,否,153040,0,1,白天,121.180573,24.988662,桃園市,一般地址
2022,04,22,2022-04-22,2,中壢區,否,154000,0,1,白天,121.238127,24.953787,桃園市,交叉路口
2022,04,22,2022-04-22,2,中壢區,否,155505,0,1,夜晚,121.234565,24.97876,桃園市,交叉路口
2022,04,22,2022-04-22,1,中壢區,否,160800,0,1,白天,121.217966,24.960703,桃園市,一般地址
2022,04,22,2022-04-22,1,中壢區,否,164100,0,1,白天,121.221412,24.99416,桃園市,一般地址
2022,04,22,2022-04-22,1,中壢區,否,200000,0,1,夜晚,121.235118,24.94806,桃園市,交叉路口
2022,04,22,2022-04-22,1,中壢區,否,203539,0,1,夜晚,121.228412,24.955573,桃園市,交叉路口
2022,04,22,2022-04-22,4,中壢區,否,211400,0,1,夜晚,121.231961,24.946649,桃園市,交叉路口
2022,04,23,2022-04-23,1,中壢區,否,53657,0,1,白天,121.239328,24.951025,桃園市,一般地址
2022,04,23,2022-04-23,1,中壢區,否,64301,0,1,白天,121.256014,24.971583,桃園市,交叉路口
2022,04,23,2022-04-23,1,中壢區,否,84500,0,1,白天,121.256924,24.95188,桃園市,一般地址
2022,04,23,2022-04-23,1,中壢區,否,84548,0,1,白天,121.262318,24.974198,桃園市,一般地址
2022,04,23,2022-04-23,1,中壢區,否,84600,0,1,白天,121.237857,24.956362,桃園市,交叉路口
2022,04,23,2022-04-23,1,中壢區,否,103618,0,1,白天,121.219277,24.958158,桃園市,交叉路口
2022,04,23,2022-04-23,1,中壢區,否,110600,0,1,白天,121.229846,24.955905,桃園市,一般地址
2022,04,23,2022-04-23,3,中壢區,否,111400,0,1,白天,121.227459,24.943066,桃園市,交叉路口
2022,04,23,2022-04-23,1,中壢區,否,112000,0,1,白天,121.249336,24.943222,桃園市,一般地址
2022,04,23,2022-04-23,2,中壢區,否,121800,0,1,白天,121.262838,24.955686,桃園市,一般地址
2022,04,23,2022-04-23,2,中壢區,否,131000,0,1,白天,121.248145,24.9742,桃園市,交叉路口
2022,04,23,2022-04-23,1,中壢區,否,133100,0,1,白天,121.245989,24.957274,桃園市,一般地址
2022,04,23,2022-04-23,2,中壢區,否,133546,0,1,白天,121.225335,24.955567,桃園市,交叉路口
2022,04,23,2022-04-23,3,中壢區,否,134000,0,1,白天,121.245079,24.993379,桃園市,一般地址
2022,04,23,2022-04-23,1,中壢區,否,140503,0,1,白天,121.252157,24.982884,桃園市,交叉路口
2022,04,23,2022-04-23,1,中壢區,否,143756,0,1,白天,121.221614,25.01435,桃園市,交叉路口
2022,04,23,2022-04-23,2,中壢區,否,143800,0,1,白天,121.262437,24.974108,桃園市,交叉路口
2022,04,23,2022-04-23,1,中壢區,否,144700,0,1,白天,121.223717,24.971607,桃園市,一般地址
2022,04,23,2022-04-23,2,中壢區,否,152600,0,1,白天,121.260228,24.966665,桃園市,一般地址
2022,04,23,2022-04-23,1,中壢區,否,160138,0,1,白天,121.250757,24.941597,桃園市,交叉路口
2022,04,23,2022-04-23,2,中壢區,否,161305,0,1,白天,121.226558,24.955131,桃園市,交叉路口
2022,04,23,2022-04-23,3,中壢區,否,170349,0,1,白天,121.198643,24.973557,桃園市,一般地址
2022,04,23,2022-04-23,1,中壢區,否,190900,0,1,夜晚,121.203976,24.965435,桃園市,交叉路口
2022,04,23,2022-04-23,1,中壢區,否,192800,0,1,夜晚,121.25295,24.938867,桃園市,交叉路口
2022,04,23,2022-04-23,2,中壢區,否,193119,0,1,夜晚,121.225235,24.957433,桃園市,交叉路口
2022,04,23,2022-04-23,1,中壢區,否,202600,0,1,夜晚,121.228039,24.955494,桃園市,交叉路口
2022,04,23,2022-04-23,1,中壢區,非駕駛人，未檢測,204800,0,1,夜晚,121.249387,24.935824,桃園市,一般地址
2022,04,23,2022-04-23,1,中壢區,否,224644,0,1,夜晚,121.258939,24.965317,桃園市,交叉路口
2022,04,24,2022-04-24,2,中壢區,否,61159,0,1,白天,121.249077,24.957788,桃園市,交叉路口
2022,04,24,2022-04-24,1,中壢區,否,62647,0,1,白天,121.206958,24.958981,桃園市,交叉路口
2022,04,24,2022-04-24,1,中壢區,否,71759,0,1,白天,121.217466,24.959725,桃園市,其他
2022,04,24,2022-04-24,1,中壢區,否,85109,0,1,白天,121.186452,24.985033,桃園市,交叉路口
2022,04,24,2022-04-24,2,中壢區,否,85400,0,1,白天,121.253844,24.93,桃園市,一般地址
2022,04,24,2022-04-24,2,中壢區,否,90300,0,1,白天,121.23685,24.949279,桃園市,一般地址
2022,04,24,2022-04-24,1,中壢區,否,115500,0,1,白天,121.260413,24.973863,桃園市,一般地址
2022,04,24,2022-04-24,1,中壢區,否,120900,0,1,白天,121.202476,24.968986,桃園市,一般地址
2022,04,24,2022-04-24,1,中壢區,否,125500,0,1,白天,121.217368,25.017908,桃園市,其他
2022,04,24,2022-04-24,1,中壢區,否,141400,0,1,白天,121.234543,24.955787,桃園市,一般地址
2022,04,24,2022-04-24,2,中壢區,否,153239,0,1,白天,121.261598,24.938382,桃園市,一般地址
2022,04,24,2022-04-24,2,中壢區,否,154427,0,1,白天,121.249423,24.969016,桃園市,交叉路口
2022,04,24,2022-04-24,3,中壢區,否,173000,0,1,白天,121.25125,24.975081,桃園市,交叉路口
2022,04,24,2022-04-24,2,中壢區,否,180839,0,1,白天,121.218887,24.955742,桃園市,交叉路口
2022,04,24,2022-04-24,3,中壢區,否,182018,0,1,夜晚,121.240589,24.955581,桃園市,交叉路口
2022,04,24,2022-04-24,1,中壢區,否,184813,0,1,夜晚,121.21305,24.956097,桃園市,一般地址
2022,04,24,2022-04-24,1,中壢區,否,185800,0,1,夜晚,121.249404,24.981602,桃園市,一般地址
2022,04,24,2022-04-24,1,中壢區,否,223100,0,1,夜晚,121.226989,24.956745,桃園市,一般地址
2022,04,24,2022-04-24,1,中壢區,是,224356,0,1,夜晚,121.238976,24.958662,桃園市,一般地址
2022,04,25,2022-04-25,1,中壢區,否,4731,0,1,夜晚,121.22787,24.952706,桃園市,一般地址
2022,04,25,2022-04-25,2,中壢區,否,32200,0,1,夜晚,121.231996,24.949882,桃園市,交叉路口
2022,04,25,2022-04-25,2,中壢區,否,43949,0,1,夜晚,121.234402,24.971685,桃園市,交叉路口
2022,04,25,2022-04-25,1,中壢區,非駕駛人，未檢測,72800,0,1,白天,121.226685,24.944372,桃園市,一般地址
2022,04,25,2022-04-25,1,中壢區,否,73500,0,1,白天,121.172172,24.958599,桃園市,交叉路口
2022,04,25,2022-04-25,1,中壢區,否,80749,0,1,白天,121.217979,24.974556,桃園市,交叉路口
2022,04,25,2022-04-25,2,中壢區,否,82519,0,1,白天,121.262897,24.97257,桃園市,一般地址
2022,04,25,2022-04-25,1,中壢區,否,82700,0,1,白天,121.234631,24.936593,桃園市,一般地址
2022,04,25,2022-04-25,1,中壢區,否,90000,0,1,白天,121.24413,24.925376,桃園市,其他
