date,breau,month,year,station,lon,_id,time,type,lat
25,楊梅分局,4,107,富岡所,121.0853608,845,1070425,汽車竊盜,24.9350349
24,蘆竹分局,4,107,南崁所,121.2886926,846,1070424,汽車竊盜,25.0488333
22,龜山分局,4,107,大坑所,121.3157221,847,1070422,汽車竊盜,25.0454408
18,龜山分局,4,107,大埔所,121.385377,848,1070418,汽車竊盜,25.048799
12,龍潭分局,4,107,聖亭所,121.2040888,849,1070412,汽車竊盜,24.8707375
7,平鎮分局,4,107,建安所,121.2243374,850,1070407,汽車竊盜,24.9259171
7,中壢分局,4,107,仁愛所,121.2555759,851,1070407,汽車竊盜,24.9569642
6,楊梅分局,4,107,楊梅所,121.1292454,852,1070406,汽車竊盜,24.9206329
5,桃園分局,4,107,青溪所,121.3112584,853,1070405,汽車竊盜,25.0105556
4,平鎮分局,4,107,平鎮所,121.2040916,854,1070404,汽車竊盜,24.9161427
4,龜山分局,4,107,大埔所,121.3686408,855,1070404,汽車竊盜,25.012839
2,龍潭分局,4,107,中興所,121.2413281,856,1070402,汽車竊盜,24.8888668
1,桃園分局,4,107,中路所,121.3010467,857,1070401,汽車竊盜,24.9829559
1,龜山分局,4,107,龜山所,121.3451999,858,1070401,汽車竊盜,24.998782
28,楊梅分局,3,107,草湳所,121.1666632,859,1070328,汽車竊盜,24.9082249
28,龜山分局,3,107,龜山所,121.3508099,860,1070328,汽車竊盜,25.0035953
27,中壢分局,3,107,興國所,121.2143663,861,1070327,汽車竊盜,24.9694341
25,龜山分局,3,107,坪頂所,121.354676,862,1070325,汽車竊盜,25.0434255
23,龜山分局,3,107,坪頂所,121.3553502,863,1070323,汽車竊盜,25.0554345
22,大溪分局,3,107,三元所,121.2731764,864,1070322,汽車竊盜,24.8874623
20,龍潭分局,3,107,石門所,121.2293357,865,1070320,汽車竊盜,24.8495399
20,龍潭分局,3,107,中興所,121.2257432,866,1070320,汽車竊盜,24.8580176
20,八德分局,3,107,四維所,121.2951039,867,1070320,汽車竊盜,24.9577987
17,楊梅分局,3,107,埔頂所,121.1280781,868,1070317,汽車竊盜,24.9607857
17,大園分局,3,107,埔心所,121.2441074,869,1070317,汽車竊盜,25.0160233
16,平鎮分局,3,107,平鎮所,121.207136,870,1070316,汽車竊盜,24.8959449
16,中壢分局,3,107,中福所,121.2168753,871,1070316,汽車竊盜,24.9701903
15,楊梅分局,3,107,草湳所,121.1804166,872,1070315,汽車竊盜,24.9135214
11,大溪分局,3,107,三元所,121.2615122,873,1070311,汽車竊盜,24.8710871
11,楊梅分局,3,107,草湳所,121.1816955,874,1070311,汽車竊盜,24.9012949
9,龍潭分局,3,107,中興所,121.2419548,875,1070309,汽車竊盜,24.8775162
7,中壢分局,3,107,普仁所,121.2443999,876,1070307,汽車竊盜,24.9438102
7,楊梅分局,3,107,新屋所,121.1164556,877,1070307,汽車竊盜,24.983002
6,龍潭分局,3,107,龍潭所,121.213318,878,1070306,汽車竊盜,24.8655279
6,龜山分局,3,107,坪頂所,121.3597518,879,1070306,汽車竊盜,25.0572247
5,龍潭分局,3,107,高平所,121.218567,880,1070305,汽車竊盜,24.864514
5,中壢分局,3,107,自強所,121.2591156,881,1070305,汽車竊盜,24.9703744
4,龍潭分局,3,107,聖亭所,121.2027507,882,1070304,汽車竊盜,24.8729211
4,中壢分局,3,107,仁愛所,121.261618,883,1070304,汽車竊盜,24.9468559
4,八德分局,3,107,高明所,121.2797139,884,1070304,汽車竊盜,24.9685649
3,龍潭分局,3,107,聖亭所,121.2119615,885,1070303,汽車竊盜,24.8825809
2,楊梅分局,3,107,幼獅所,121.1703701,886,1070302,汽車竊盜,24.9575558
2,蘆竹分局,3,107,南崁所,121.269252,887,1070302,汽車竊盜,25.065493
1,八德分局,3,107,廣興所,121.2568813,888,1070301,汽車竊盜,24.9233289
1,龜山分局,3,107,龜山所,121.3429908,889,1070301,汽車竊盜,24.9980874
1,龜山分局,3,107,坪頂所,121.3646079,890,1070301,汽車竊盜,25.0567015
28,大溪分局,2,107,三元所,121.2682436,891,1070228,汽車竊盜,24.8832552
28,楊梅分局,2,107,幼獅所,121.1639983,892,1070228,汽車竊盜,24.9372644
28,中壢分局,2,107,興國所,121.2058869,893,1070228,汽車竊盜,24.9588426
27,平鎮分局,2,107,平鎮所,121.2040645,894,1070227,汽車竊盜,24.9135282
27,中壢分局,2,107,普仁所,121.2379194,895,1070227,汽車竊盜,24.9550611
27,桃園分局,2,107,大樹所,121.3167664,896,1070227,汽車竊盜,24.9869097
27,桃園分局,2,107,埔子所,121.2822547,897,1070227,汽車竊盜,25.0204405
27,龜山分局,2,107,大華所,121.3670583,898,1070227,汽車竊盜,25.0580851
25,楊梅分局,2,107,草湳所,121.1672433,899,1070225,汽車竊盜,24.9089191
25,蘆竹分局,2,107,南崁所,121.3011237,900,1070225,汽車竊盜,25.0513469
23,八德分局,2,107,廣興所,121.267955,901,1070223,汽車竊盜,24.9332234
23,中壢分局,2,107,中福所,121.2291921,902,1070223,汽車竊盜,25.0031062
21,楊梅分局,2,107,楊梅所,121.1727854,903,1070221,汽車竊盜,24.9104223
20,楊梅分局,2,107,草湳所,121.1743391,904,1070220,汽車竊盜,24.9098588
20,楊梅分局,2,107,埔頂所,121.099393,905,1070220,汽車竊盜,24.963384
19,平鎮分局,2,107,平鎮所,121.188746,906,1070219,汽車竊盜,24.92442
17,楊梅分局,2,107,草湳所,121.1721419,907,1070217,汽車竊盜,24.9099343
16,大溪分局,2,107,圳頂所,121.2714454,908,1070216,汽車竊盜,24.8993526
16,平鎮分局,2,107,建安所,121.244396,909,1070216,汽車竊盜,24.913265
14,龍潭分局,2,107,龍潭所,121.2177983,910,1070214,汽車竊盜,24.8596749
14,楊梅分局,2,107,草湳所,121.1730771,911,1070214,汽車竊盜,24.9116778
13,中壢分局,2,107,自強所,121.2631787,912,1070213,汽車竊盜,24.9690519
12,平鎮分局,2,107,平鎮所,121.207009,913,1070212,汽車竊盜,24.895638
12,平鎮分局,2,107,宋屋所,121.18902,914,1070212,汽車竊盜,24.959949
12,中壢分局,2,107,大崙所,121.1847861,915,1070212,汽車竊盜,24.996004
9,龜山分局,2,107,大華所,121.3579166,916,1070209,汽車竊盜,25.0606374
8,楊梅分局,2,107,楊梅所,121.1425738,917,1070208,汽車竊盜,24.9043961
8,大溪分局,2,107,圳頂所,121.2857373,918,1070208,汽車竊盜,24.9092278
7,大溪分局,2,107,圳頂所,121.2856787,919,1070207,汽車竊盜,24.911853
7,龜山分局,2,107,大華所,121.3592338,920,1070207,汽車竊盜,25.0473748
6,蘆竹分局,2,107,大竹所,121.262463,921,1070206,汽車竊盜,25.026483
5,龍潭分局,2,107,石門所,121.2407684,922,1070205,汽車竊盜,24.8421341
5,中壢分局,2,107,龍興所,121.2278533,923,1070205,汽車竊盜,24.9434332
5,八德分局,2,107,八德所,121.3016165,924,1070205,汽車竊盜,24.9438768
5,八德分局,2,107,高明所,121.2848676,925,1070205,汽車竊盜,24.9657887
3,桃園分局,2,107,青溪所,121.3394152,926,1070203,汽車竊盜,24.9996793
31,大溪分局,1,107,三民所,121.3484448,927,1070131,汽車竊盜,24.8379502
31,楊梅分局,1,107,草湳所,121.1748866,928,1070131,汽車竊盜,24.9104566
31,楊梅分局,1,107,楊梅所,121.1491227,929,1070131,汽車竊盜,24.9112079
31,龜山分局,1,107,大華所,121.3739828,930,1070131,汽車竊盜,25.0543508
30,大溪分局,1,107,圳頂所,121.2848927,931,1070130,汽車竊盜,24.9000768
30,桃園分局,1,107,同安所,121.3034835,932,1070130,汽車竊盜,25.0203471
29,蘆竹分局,1,107,南崁所,121.2923355,933,1070129,汽車竊盜,25.0559553
28,中壢分局,1,107,中福所,121.234128,934,1070128,汽車竊盜,24.9742329
28,龜山分局,1,107,龜山所,121.3420085,935,1070128,汽車竊盜,24.9942648
28,龜山分局,1,107,大華所,121.3671712,936,1070128,汽車竊盜,25.0554597
27,中壢分局,1,107,興國所,121.2158363,937,1070127,汽車竊盜,24.953352
26,中壢分局,1,107,大崙所,121.184435,938,1070126,汽車竊盜,25.010713
25,龍潭分局,1,107,龍潭所,121.2225112,939,1070125,汽車竊盜,24.8650017
25,桃園分局,1,107,中路所,121.294593,940,1070125,汽車竊盜,24.988045
24,大園分局,1,107,新坡所,121.1544091,941,1070124,汽車竊盜,25.0183744
24,蘆竹分局,1,107,南竹所,121.2932659,942,1070124,汽車竊盜,25.0400018
23,中壢分局,1,107,仁愛所,121.2658193,943,1070123,汽車竊盜,24.9525568
22,龜山分局,1,107,迴龍所,121.4071035,944,1070122,汽車竊盜,25.0182413
22,龜山分局,1,107,大華所,121.3600104,945,1070122,汽車竊盜,25.0622268
21,平鎮分局,1,107,北勢所,121.2265688,946,1070121,汽車竊盜,24.9310309
21,中壢分局,1,107,普仁所,121.2401061,947,1070121,汽車竊盜,24.9520845
20,中壢分局,1,107,龍興所,121.249457,948,1070120,汽車竊盜,24.9348582
20,中壢分局,1,107,興國所,121.2016104,949,1070120,汽車竊盜,24.9605142
19,八德分局,1,107,大安所,121.3236756,950,1070119,汽車竊盜,24.9683305
18,中壢分局,1,107,大崙所,121.1718744,951,1070118,汽車竊盜,24.9585721
18,八德分局,1,107,高明所,121.268149,952,1070118,汽車竊盜,24.9568479
17,龍潭分局,1,107,龍潭所,121.2193791,953,1070117,汽車竊盜,24.8649814
17,大園分局,1,107,新坡所,121.1470406,954,1070117,汽車竊盜,24.9753864
17,桃園分局,1,107,中路所,121.2304326,955,1070117,汽車竊盜,24.9762846
17,楊梅分局,1,107,新屋所,121.0867953,956,1070117,汽車竊盜,24.9809664
17,桃園分局,1,107,青溪所,121.3110039,957,1070117,汽車竊盜,25.0101649
16,楊梅分局,1,107,草湳所,121.1731699,958,1070116,汽車竊盜,24.9071037
16,楊梅分局,1,107,幼獅所,121.1716435,959,1070116,汽車竊盜,24.9199491
16,楊梅分局,1,107,楊梅所,121.1212414,960,1070116,汽車竊盜,24.9428315
16,龜山分局,1,107,龜山所,121.3394152,961,1070116,汽車竊盜,24.9996793
16,桃園分局,1,107,埔子所,121.3013497,962,1070116,汽車竊盜,25.0051208
16,蘆竹分局,1,107,外社所,121.2805167,963,1070116,汽車竊盜,25.0632438
15,八德分局,1,107,八德所,121.302054,964,1070115,汽車竊盜,24.9316571
15,楊梅分局,1,107,富岡所,121.0910467,965,1070115,汽車竊盜,24.9350166
15,龜山分局,1,107,大華所,121.3645834,966,1070115,汽車竊盜,25.0592207
14,中壢分局,1,107,仁愛所,121.261598,967,1070114,汽車竊盜,24.9383822
13,楊梅分局,1,107,幼獅所,121.1459215,968,1070113,汽車竊盜,24.929062
13,龜山分局,1,107,龜山所,121.356129,969,1070113,汽車竊盜,25.001054
12,中壢分局,1,107,仁愛所,121.2579275,970,1070112,汽車竊盜,24.9434404
12,楊梅分局,1,107,大坡所,121.0120913,971,1070112,汽車竊盜,24.9558359
12,龜山分局,1,107,龜山所,121.3423301,972,1070112,汽車竊盜,25.0086865
12,龜山分局,1,107,迴龍所,121.4044496,973,1070112,汽車竊盜,25.0175691
11,大園分局,1,107,潮音所,121.1729843,974,1070111,汽車竊盜,25.0611266
10,中壢分局,1,107,仁愛所,121.250534,975,1070110,汽車竊盜,24.94455
10,大園分局,1,107,三?所,121.0694475,976,1070110,汽車竊盜,25.0087523
10,蘆竹分局,1,107,大竹所,121.2541059,977,1070110,汽車竊盜,25.0357088
9,大溪分局,1,107,光華所,121.403557,978,1070109,汽車竊盜,24.63729
9,龍潭分局,1,107,龍潭所,121.2087457,979,1070109,汽車竊盜,24.8635073
9,龍潭分局,1,107,龍潭所,121.212376,980,1070109,汽車竊盜,24.865265
8,楊梅分局,1,107,草湳所,121.1788375,981,1070108,汽車竊盜,24.9104841
8,中壢分局,1,107,龍興所,121.2421979,982,1070108,汽車竊盜,24.9269935
8,八德分局,1,107,四維所,121.2969585,983,1070108,汽車竊盜,24.9711201
7,楊梅分局,1,107,草湳所,121.1836888,984,1070107,汽車竊盜,24.9097729
7,八德分局,1,107,八德所,121.285747,985,1070107,汽車竊盜,24.9265323
7,八德分局,1,107,四維所,121.3011235,986,1070107,汽車竊盜,24.9733693
7,龜山分局,1,107,坪頂所,121.3591009,987,1070107,汽車竊盜,25.0613747
6,楊梅分局,1,107,楊梅所,121.1513752,988,1070106,汽車竊盜,24.9126202
6,八德分局,1,107,大安所,121.3002656,989,1070106,汽車竊盜,24.9639978
5,楊梅分局,1,107,楊梅所,121.1307913,990,1070105,汽車竊盜,24.9438976
4,龍潭分局,1,107,高平所,121.2084928,991,1070104,汽車竊盜,24.836499
4,平鎮分局,1,107,平鎮所,121.202259,992,1070104,汽車竊盜,24.8944364
4,平鎮分局,1,107,北勢所,121.2162784,993,1070104,汽車竊盜,24.9402711
4,桃園分局,1,107,中路所,121.2901424,994,1070104,汽車竊盜,24.9704261
3,龍潭分局,1,107,龍潭所,121.218567,995,1070103,汽車竊盜,24.864514
3,八德分局,1,107,大安所,121.2964679,996,1070103,汽車竊盜,24.9752495
2,中壢分局,1,107,仁愛所,121.255728,997,1070102,汽車竊盜,24.9560415
2,八德分局,1,107,四維所,121.3009328,998,1070102,汽車竊盜,24.9602612
2,龜山分局,1,107,坪頂所,121.357778,999,1070102,汽車竊盜,25.0566096
2,蘆竹分局,1,107,南崁所,121.2983174,1000,1070102,汽車竊盜,25.0621465
2,大園分局,1,107,草漯所,121.193629,1001,1070102,汽車竊盜,25.0755782
31,龍潭分局,12,106,中興所,121.2398187,1002,1061231,汽車竊盜,24.8837114
31,楊梅分局,12,106,埔頂所,121.1429164,1003,1061231,汽車竊盜,24.9576755
31,中壢分局,12,106,興國所,121.2081292,1004,1061231,汽車竊盜,24.9633904
31,中壢分局,12,106,大崙所,121.1819703,1005,1061231,汽車竊盜,24.9850649
31,中壢分局,12,106,大崙所,121.1755967,1006,1061231,汽車竊盜,24.9909475
30,中壢分局,12,106,自強所,121.2559638,1007,1061230,汽車竊盜,24.9687652
29,大溪分局,12,106,圳頂所,121.2758771,1008,1061229,汽車竊盜,24.8950524
29,龜山分局,12,106,迴龍所,121.3990396,1009,1061229,汽車竊盜,25.0162305
28,中壢分局,12,106,龍興所,121.2389132,1010,1061228,汽車竊盜,24.9360195
28,中壢分局,12,106,內壢所,121.2590915,1011,1061228,汽車竊盜,24.9756533
27,中壢分局,12,106,興國所,121.2125862,1012,1061227,汽車竊盜,24.9754422
27,桃園分局,12,106,大樹所,121.3163718,1013,1061227,汽車竊盜,24.9777537
27,桃園分局,12,106,大樹所,121.2911252,1014,1061227,汽車竊盜,24.9876872
26,中壢分局,12,106,普仁所,121.2292415,1015,1061226,汽車竊盜,24.9458795
25,大溪分局,12,106,圳頂所,121.2638503,1016,1061225,汽車竊盜,24.9044615
25,桃園分局,12,106,大樹所,121.31743,1017,1061225,汽車竊盜,24.9867869
25,桃園分局,12,106,中路所,121.2975582,1018,1061225,汽車竊盜,24.9932077
23,八德分局,12,106,八德所,121.2923722,1019,1061223,汽車竊盜,24.9271485
21,楊梅分局,12,106,楊梅所,121.158433,1020,1061221,汽車竊盜,24.9099728
21,楊梅分局,12,106,幼獅所,121.1731215,1021,1061221,汽車竊盜,24.9579073
21,龜山分局,12,106,大華所,121.3637644,1022,1061221,汽車竊盜,25.0501409
20,大溪分局,12,106,圳頂所,121.2683524,1023,1061220,汽車竊盜,24.9033151
20,八德分局,12,106,八德所,121.2874695,1024,1061220,汽車竊盜,24.9284995
20,桃園分局,12,106,龍安所,121.2855342,1025,1061220,汽車竊盜,24.9926913
20,蘆竹分局,12,106,大竹所,121.265924,1026,1061220,汽車竊盜,25.02154
20,龜山分局,12,106,大華所,121.3610395,1027,1061220,汽車竊盜,25.0541237
19,大溪分局,12,106,圳頂所,121.272913,1028,1061219,汽車竊盜,24.9067624
18,龜山分局,12,106,大埔所,121.3219663,1029,1061218,汽車竊盜,24.9903486
18,蘆竹分局,12,106,南崁所,121.2950044,1030,1061218,汽車竊盜,25.0585044
17,中壢分局,12,106,普仁所,121.247631,1031,1061217,汽車竊盜,24.9438941
17,大園分局,12,106,草漯所,121.1430985,1032,1061217,汽車竊盜,25.0477566
16,大溪分局,12,106,圳頂所,121.2736341,1033,1061216,汽車竊盜,24.8928599
16,平鎮分局,12,106,建安所,121.2262595,1034,1061216,汽車竊盜,24.9280704
16,八德分局,12,106,四維所,121.3234141,1035,1061216,汽車竊盜,24.965216
16,龜山分局,12,106,大林所,121.3299487,1036,1061216,汽車竊盜,24.9822935
16,中壢分局,12,106,中福所,121.2323797,1037,1061216,汽車竊盜,24.9906068
15,中壢分局,12,106,龍興所,121.2532056,1038,1061215,汽車竊盜,24.9360258
15,大園分局,12,106,觀音所,121.0744823,1039,1061215,汽車竊盜,25.0345848
14,大溪分局,12,106,圳頂所,121.2637293,1040,1061214,汽車竊盜,24.9045525
14,楊梅分局,12,106,草湳所,121.1801568,1041,1061214,汽車竊盜,24.9128246
13,大溪分局,12,106,三元所,121.2720775,1042,1061213,汽車竊盜,24.8836529
13,大園分局,12,106,潮音所,121.196683,1043,1061213,汽車竊盜,25.0935635
12,楊梅分局,12,106,草湳所,121.1700455,1044,1061212,汽車竊盜,24.9115339
12,大園分局,12,106,觀音所,121.0888946,1045,1061212,汽車竊盜,25.0322269
10,中壢分局,12,106,普仁所,121.2369008,1046,1061210,汽車竊盜,24.9585021
9,大溪分局,12,106,圳頂所,121.2938285,1047,1061209,汽車竊盜,24.9210552
9,桃園分局,12,106,埔子所,121.301508,1048,1061209,汽車竊盜,25.0000799
7,龜山分局,12,106,大華所,121.3737314,1049,1061207,汽車竊盜,25.0548555
5,楊梅分局,12,106,幼獅所,121.1471549,1050,1061205,汽車竊盜,24.9229884
5,中壢分局,12,106,龍興所,121.2532056,1051,1061205,汽車竊盜,24.9360258
5,楊梅分局,12,106,新屋所,121.1071224,1052,1061205,汽車竊盜,24.9804346
5,八德分局,12,106,高明所,121.2812856,1053,1061205,汽車竊盜,24.983715
4,楊梅分局,12,106,幼獅所,121.1593826,1054,1061204,汽車竊盜,24.9567069
4,中壢分局,12,106,大崙所,121.1728402,1055,1061204,汽車竊盜,25.0218341
3,桃園分局,12,106,同安所,121.3020293,1056,1061203,汽車竊盜,25.0306767
2,平鎮分局,12,106,平鎮所,121.2207909,1057,1061202,汽車竊盜,24.9629684
2,桃園分局,12,106,中路所,121.2911252,1058,1061202,汽車竊盜,24.9876872
2,桃園分局,12,106,中路所,121.292899,1059,1061202,汽車竊盜,24.9929019
2,楊梅分局,12,106,新屋所,121.0772827,1060,1061202,汽車竊盜,24.9946572
2,龜山分局,12,106,大華所,121.3705357,1061,1061202,汽車竊盜,25.0585657
1,楊梅分局,12,106,楊梅所,121.158433,1062,1061201,汽車竊盜,24.9099728
1,楊梅分局,12,106,上湖所,121.0979783,1063,1061201,汽車竊盜,24.9134554
1,龜山分局,12,106,龜山所,121.3642532,1064,1061201,汽車竊盜,24.9928074
30,大溪分局,11,106,圳頂所,121.2818747,1065,1061130,汽車竊盜,24.9024169
29,中壢分局,11,106,普仁所,121.2300939,1066,1061129,汽車竊盜,24.9503764
29,蘆竹分局,11,106,南崁所,121.2968284,1067,1061129,汽車竊盜,25.0561644
28,大溪分局,11,106,圳頂所,121.2856395,1068,1061128,汽車竊盜,24.9001744
28,八德分局,11,106,四維所,121.3015343,1069,1061128,汽車竊盜,24.9747423
27,龍潭分局,11,106,石門所,121.221002,1070,1061127,汽車竊盜,24.8441421
27,中壢分局,11,106,仁愛所,121.261618,1071,1061127,汽車竊盜,24.9468559
27,龜山分局,11,106,大華所,121.331474,1072,1061127,汽車竊盜,24.985958
27,楊梅分局,11,106,大坡所,121.0442436,1073,1061127,汽車竊盜,25.0076467
26,龜山分局,11,106,大坑所,121.3703728,1074,1061126,汽車竊盜,25.0537952
25,楊梅分局,11,106,楊梅所,121.1575978,1075,1061125,汽車竊盜,24.9128708
25,中壢分局,11,106,仁愛所,121.2525812,1076,1061125,汽車竊盜,24.9456542
25,龜山分局,11,106,龜山所,121.3371838,1077,1061125,汽車竊盜,24.9986927
24,中壢分局,11,106,龍興所,121.2257144,1078,1061124,汽車竊盜,24.9414002
23,中壢分局,11,106,龍興所,121.2452065,1079,1061123,汽車竊盜,24.9293848
23,桃園分局,11,106,埔子所,121.294328,1080,1061123,汽車竊盜,25.007833
23,龜山分局,11,106,大華所,121.3691053,1081,1061123,汽車竊盜,25.0511043
22,平鎮分局,11,106,平鎮所,121.2066857,1082,1061122,汽車竊盜,24.9169959
22,中壢分局,11,106,中福所,121.2199796,1083,1061122,汽車竊盜,24.9953061
20,蘆竹分局,11,106,南崁所,121.284462,1084,1061120,汽車竊盜,25.059817
19,龍潭分局,11,106,聖亭所,121.2046849,1085,1061119,汽車竊盜,24.8713315
19,龍潭分局,11,106,聖亭所,121.2117877,1086,1061119,汽車竊盜,24.8798921
19,平鎮分局,11,106,建安所,121.253995,1087,1061119,汽車竊盜,24.9181509
19,中壢分局,11,106,龍興所,121.249457,1088,1061119,汽車竊盜,24.9348582
19,大園分局,11,106,草漯所,121.1212635,1089,1061119,汽車竊盜,25.0525371
19,平鎮分局,11,106,建安所,121.248963,1090,1061119,汽車竊盜,24.904201
18,龍潭分局,11,106,石門所,121.2335775,1091,1061118,汽車竊盜,24.8438708
17,中壢分局,11,106,普仁所,121.2365733,1092,1061117,汽車竊盜,24.953386
17,中壢分局,11,106,普仁所,121.2362604,1093,1061117,汽車竊盜,24.963155
17,中壢分局,11,106,大崙所,121.1935346,1094,1061117,汽車竊盜,24.9845283
16,大園分局,11,106,三?所,121.193945,1095,1061116,汽車竊盜,25.0492632
15,中壢分局,11,106,龍興所,121.2342029,1096,1061115,汽車竊盜,24.9338389
15,中壢分局,11,106,仁愛所,121.2525812,1097,1061115,汽車竊盜,24.9456542
14,中壢分局,11,106,龍興所,121.249371,1098,1061114,汽車竊盜,24.928013
13,大溪分局,11,106,三元所,121.267762,1099,1061113,汽車竊盜,24.8829404
13,楊梅分局,11,106,楊梅所,121.1205819,1100,1061113,汽車竊盜,24.9464043
13,桃園分局,11,106,同安所,121.2911252,1101,1061113,汽車竊盜,24.9876872
12,八德分局,11,106,四維所,121.300763,1102,1061112,汽車竊盜,24.960643
12,桃園分局,11,106,埔子所,121.2984588,1103,1061112,汽車竊盜,25.004046
11,中壢分局,11,106,興國所,121.2159313,1104,1061111,汽車竊盜,24.9572023
10,楊梅分局,11,106,富岡所,121.0841214,1105,1061110,汽車竊盜,24.9354741
10,龜山分局,11,106,大華所,121.3644222,1106,1061110,汽車竊盜,25.0572946
7,大園分局,11,106,草漯所,121.1247177,1107,1061107,汽車竊盜,25.0536866
7,大園分局,11,106,大園所,121.1956692,1108,1061107,汽車竊盜,25.0685029
6,龜山分局,11,106,大華所,121.3710812,1109,1061106,汽車竊盜,25.0564579
4,中壢分局,11,106,仁愛所,121.2568546,1110,1061104,汽車竊盜,24.946726
2,龍潭分局,11,106,龍潭所,121.2161871,1111,1061102,汽車竊盜,24.8543025
2,八德分局,11,106,高明所,121.2719144,1112,1061102,汽車竊盜,24.9587795
2,龜山分局,11,106,龜山所,121.3423902,1113,1061102,汽車竊盜,25.0018284
1,中壢分局,11,106,文化所,121.2586426,1114,1061101,汽車竊盜,24.9877592
1,大園分局,11,106,潮音所,121.1886079,1115,1061101,汽車竊盜,25.0783998
31,中壢分局,10,106,龍興所,121.250358,1116,1061031,汽車竊盜,24.9293519
31,中壢分局,10,106,文化所,121.2534201,1117,1061031,汽車竊盜,24.9792666
30,楊梅分局,10,106,草湳所,121.1819937,1118,1061030,汽車竊盜,24.901252
30,大園分局,10,106,觀音所,121.0992217,1119,1061030,汽車竊盜,25.0002227
29,龍潭分局,10,106,中興所,121.2413281,1120,1061029,汽車竊盜,24.8888668
29,大園分局,10,106,觀音所,121.1030293,1121,1061029,汽車竊盜,25.0347865
28,楊梅分局,10,106,永安所,121.004349,1122,1061028,汽車竊盜,24.9620623
27,大溪分局,10,106,圳頂所,121.2786631,1123,1061027,汽車竊盜,24.8969627
27,八德分局,10,106,大安所,121.3234114,1124,1061027,汽車竊盜,24.9661038
26,楊梅分局,10,106,草湳所,121.1782082,1125,1061026,汽車竊盜,24.901114
25,中壢分局,10,106,興國所,121.2203507,1126,1061025,汽車竊盜,24.9649997
25,楊梅分局,10,106,永安所,121.023054,1127,1061025,汽車竊盜,24.9706118
24,中壢分局,10,106,龍興所,121.2314467,1128,1061024,汽車竊盜,24.933595
23,平鎮分局,10,106,北勢所,121.2195299,1129,1061023,汽車竊盜,24.9352385
22,八德分局,10,106,高明所,121.2821285,1130,1061022,汽車竊盜,24.9644668
22,龜山分局,10,106,龜山所,121.3642799,1131,1061022,汽車竊盜,25.022258
21,中壢分局,10,106,文化所,121.2530189,1132,1061021,汽車竊盜,24.971551
21,中壢分局,10,106,文化所,121.2471652,1133,1061021,汽車竊盜,24.9784473
20,龍潭分局,10,106,高平所,121.2098151,1134,1061020,汽車竊盜,24.835935
20,平鎮分局,10,106,平鎮所,121.2107651,1135,1061020,汽車竊盜,24.8940152
20,大溪分局,10,106,圳頂所,121.2631844,1136,1061020,汽車竊盜,24.904962
20,楊梅分局,10,106,幼獅所,121.1703057,1137,1061020,汽車竊盜,24.957729
18,龍潭分局,10,106,中興所,121.2320994,1138,1061018,汽車竊盜,24.8788911
18,楊梅分局,10,106,楊梅所,121.1462549,1139,1061018,汽車竊盜,24.9045072
18,平鎮分局,10,106,宋屋所,121.185068,1140,1061018,汽車竊盜,24.95467
18,龜山分局,10,106,迴龍所,121.3962503,1141,1061018,汽車竊盜,25.0165967
17,楊梅分局,10,106,永安所,121.023054,1142,1061017,汽車竊盜,24.9706118
16,楊梅分局,10,106,上湖所,121.1111416,1143,1061016,汽車竊盜,24.941828
16,龜山分局,10,106,龜山所,121.3431885,1144,1061016,汽車竊盜,24.9972635
15,龍潭分局,10,106,聖亭所,121.187114,1145,1061015,汽車竊盜,24.8718567
15,大溪分局,10,106,圳頂所,121.2647448,1146,1061015,汽車竊盜,24.9018847
14,大溪分局,10,106,圳頂所,121.2643209,1147,1061014,汽車竊盜,24.9052044
13,龍潭分局,10,106,石門所,121.240742,1148,1061013,汽車竊盜,24.8420295
13,龜山分局,10,106,大華所,121.3690396,1149,1061013,汽車竊盜,25.0592892
12,楊梅分局,10,106,新屋所,121.100458,1150,1061012,汽車竊盜,24.973719
11,龍潭分局,10,106,龍潭所,121.2177386,1151,1061011,汽車竊盜,24.8561065
11,中壢分局,10,106,龍興所,121.2582462,1152,1061011,汽車竊盜,24.9317846
11,大園分局,10,106,潮音所,121.1818077,1153,1061011,汽車竊盜,25.0661343
10,蘆竹分局,10,106,外社所,121.2816949,1154,1061010,汽車竊盜,25.0855295
9,龍潭分局,10,106,龍潭所,121.2184851,1155,1061009,汽車竊盜,24.8638918
8,中壢分局,10,106,龍興所,121.225354,1156,1061008,汽車竊盜,24.9473518
7,龍潭分局,10,106,龍潭所,121.2008592,1157,1061007,汽車竊盜,24.8618612
7,大溪分局,10,106,圳頂所,121.27363,1158,1061007,汽車竊盜,24.8917879
7,大溪分局,10,106,圳頂所,121.2856457,1159,1061007,汽車竊盜,24.9001618
6,大溪分局,10,106,圳頂所,121.2848927,1160,1061006,汽車竊盜,24.9000768
5,龍潭分局,10,106,龍潭所,121.2225112,1161,1061005,汽車竊盜,24.8650017
5,平鎮分局,10,106,建安所,121.2288201,1162,1061005,汽車竊盜,24.8955763
5,大溪分局,10,106,圳頂所,121.2801616,1163,1061005,汽車竊盜,24.9019876
4,平鎮分局,10,106,平鎮所,121.2096878,1164,1061004,汽車竊盜,24.9052239
4,大園分局,10,106,新坡所,121.1463182,1165,1061004,汽車竊盜,24.9704627
